,"Type","Date","Num","Memo","Name","Item","Qty","Sales Price","Amount","Balance"
,"Invoice","10/22/2015","60686","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Beverage Depot","00-Beer & Spirits:00176MEG- UA  AKT Tequilla Repo (Hijos de Villa, AK-T Tequila Reposado 1L (6pk))",2,50.00,100.00,150.00
,"Invoice","10/28/2015","60800","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Liquor Dan","00-Beer & Spirits:00176MEG- UA  AKT Tequilla Repo (Hijos de Villa, AK-T Tequila Reposado 1L (6pk))",4,50.00,200.00,350.00
"Total 00176MEG- UA  AKT Tequilla Repo (Hijos de Villa, AK-T Tequila Reposado 1L (6pk))",,,,,,,7,,350.00,350.00
"00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",,,,,,,,,,""
,"Invoice","01/15/2015","55840","Casino Azul, Tequila Blanco","Beverage Depot","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",3,29.95,89.85,89.85
,"Invoice","01/21/2015","55916","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,31.50,31.50,121.35
,"Invoice","01/21/2015","55956","Casino Azul, Tequila Blanco","Quick N Shine Carwash","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",2,29.95,59.90,181.25
,"Invoice","01/22/2015","55923","Casino Azul, Tequila Blanco","Total Wine 1009","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,31.50,189.00,370.25
,"Invoice","01/22/2015","55943","Casino Azul, Tequila Blanco","Total Wine 1002","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",3,31.50,94.50,464.75
,"Invoice","02/11/2015","56390","Casino Azul, Tequila Blanco","Sun Devil Liquor","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,494.70
,"Invoice","02/17/2015","56484","Casino Azul, Tequila Blanco","Total Wine 1003","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,31.50,189.00,683.70
,"Invoice","02/19/2015","56482","Casino Azul, Tequila Blanco","Total Wine 1001","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",3,31.50,94.50,778.20
,"Invoice","02/20/2015","56485","Casino Azul, Tequila Blanco","Total Wine 1006","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,31.50,189.00,967.20
,"Invoice","03/02/2015","56776","Casino Azul, Tequila Blanco","Samples Greg","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,0.00,0.00,967.20
,"Invoice","03/04/2015","56786","Casino Azul, Tequila Blanco","Food and Things","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",2,29.95,59.90,1027.10
,"Invoice","03/10/2015","56906","Casino Azul, Tequila Blanco","Samples Ryan","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,0.00,0.00,1027.10
,"Invoice","03/12/2015","56952","Casino Azul, Tequila Blanco","AJ's Fine Foods #159-Camelback","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,1057.05
,"Invoice","03/17/2015","57020","Casino Azul, Tequila Blanco","Total Wine 1007","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",4,31.50,126.00,1183.05
,"Invoice","03/19/2015","57017","Casino Azul, Tequila Blanco","Total Wine 1001","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,31.50,189.00,1372.05
,"Invoice","03/24/2015","57184","Casino Azul, Tequila Blanco","Total Wine 1004","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,31.50,189.00,1561.05
,"Invoice","03/25/2015","57172","Casino Azul, Tequila Blanco (owed bottle)","Quick N Shine Carwash","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,0.00,0.00,1561.05
,"Invoice","04/23/2015","57698","Casino Azul, Tequila Blanco","Total Wine 1002","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,31.50,31.50,1592.55
,"Invoice","05/04/2015","57962","Casino Azul, Tequila Blanco","Beverage Place","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,1622.50
,"Invoice","05/19/2015","58183","Casino Azul, Tequila Blanco","Total Wine 1004","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,31.50,189.00,1811.50
,"Invoice","05/19/2015","58186","Casino Azul, Tequila Blanco","Total Wine 1006","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,31.50,189.00,2000.50
,"Invoice","05/19/2015","58191","Casino Azul, Tequila Blanco","Total Wine 1003","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",5,31.50,157.50,2158.00
,"Invoice","07/09/2015","58969","Casino Azul, Tequila Blanco","Total Wine 1003","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",3,29.95,89.85,2247.85
,"Invoice","07/10/2015","58967","Casino Azul, Tequila Blanco","Total Wine 1005","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,31.50,189.00,2436.85
,"Invoice","08/13/2015","59450","Casino Azul, Tequila Blanco","Total Wine 1007","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",4,29.95,119.80,2556.65
,"Invoice","08/13/2015","59454","Casino Azul, Tequila Blanco","Total Wine 1002","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,2586.60
,"Invoice","08/13/2015","59455","Casino Azul, Tequila Blanco","Total Wine 1001","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",3,29.95,89.85,2676.45
,"Invoice","08/13/2015","59456","Casino Azul, Tequila Blanco","Total Wine 1009","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",3,29.95,89.85,2766.30
,"Invoice","08/14/2015","59457","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,2796.25
,"Invoice","08/28/2015","59728","Casino Azul, Tequila Blanco","Sol Cocina","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,2826.20
,"Invoice","09/09/2015","59877","Casino Azul, Tequila Blanco","Total Wine 1005","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",2,29.95,59.90,2886.10
,"Invoice","09/10/2015","59874","Casino Azul, Tequila Blanco","Total Wine 1002","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,2916.05
,"Invoice","09/10/2015","59876","Casino Azul, Tequila Blanco","Total Wine 1004","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,3095.75
,"Invoice","09/10/2015","59880","Casino Azul, Tequila Blanco","Total Wine 1008","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,3275.45
,"Invoice","09/11/2015","59875","Casino Azul, Tequila Blanco","Total Wine 1003","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",4,29.95,119.80,3395.25
,"Invoice","10/14/2015","60550","Casino Azul, Tequila Blanco","Total Wine 1005","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,3574.95
,"Invoice","10/15/2015","60553","Casino Azul, Tequila Blanco","Total Wine 1002","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,3754.65
,"Invoice","10/15/2015","60554","Casino Azul, Tequila Blanco","Total Wine 1001","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,3934.35
,"Invoice","10/16/2015","60552","Casino Azul, Tequila Blanco","Total Wine 1003","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,4114.05
,"Invoice","10/22/2015","60686","Casino Azul, Tequila Blanco","Beverage Depot","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,4144.00
,"Invoice","11/11/2015","61096","Casino Azul, Tequila Blanco","Total Wine 1005","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,4173.95
,"Invoice","11/13/2015","61138","Casino Azul, Tequila Blanco","Total Wine 1003","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,4203.90
,"Invoice","12/09/2015","61653","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",2,29.95,59.90,4263.80
,"Invoice","12/09/2015","61663","Casino Azul, Tequila Blanco","Total Wine 1005","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",5,29.95,149.75,4413.55
,"Invoice","12/10/2015","61659","Casino Azul, Tequila Blanco","Total Wine 1009","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,4593.25
,"Invoice","12/11/2015","61677","Casino Azul, Tequila Blanco","Quick N Shine Carwash","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,4623.20
,"Invoice","12/22/2015","61913","Casino Azul, Tequila Blanco","Breakage","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,4653.15
,"Invoice","12/22/2015","61918","Casino Azul, Tequila Blanco","Beverage Depot","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,4683.10
,"Invoice","12/29/2015","62064","Casino Azul, Tequila Blanco","Beverage Depot","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",2,29.95,59.90,4743.00
"Total 00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",,,,,,,158,,4743.00,4743.00
"00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",,,,,,,,,,""
,"Invoice","01/07/2015","55678","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,33.95
,"Invoice","01/08/2015","55691","Casino Azul, Tequila  Reposado","Total Wine 1001","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,234.95
,"Invoice","01/13/2015","55778","Casino Azul, Tequila  Reposado","Sol Cocina","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,268.90
,"Invoice","01/20/2015","55927","Casino Azul, Tequila  Reposado","Total Wine 1006","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,469.90
,"Invoice","01/21/2015","55916","Casino Azul, Tequila  Reposado","Total Wine 1010 - Tempe","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,670.90
,"Invoice","01/22/2015","55920","Casino Azul, Tequila  Reposado","Total Wine 1001","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,871.90
,"Invoice","01/22/2015","55923","Casino Azul, Tequila  Reposado","Total Wine 1009","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,1072.90
,"Invoice","01/22/2015","55943","Casino Azul, Tequila  Reposado","Total Wine 1002","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",2,33.50,67.00,1139.90
,"Invoice","02/11/2015","56390","Casino Azul, Tequila  Reposado","Sun Devil Liquor","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,1173.85
,"Invoice","02/18/2015","56524","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,1207.80
,"Invoice","03/02/2015","56776","Casino Azul, Tequila  Reposado","Samples Greg","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,0.00,0.00,1207.80
,"Invoice","03/04/2015","56786","Casino Azul, Tequila  Reposado","Food and Things","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",2,33.95,67.90,1275.70
,"Invoice","03/12/2015","56952","Casino Azul, Tequila  Reposado","AJ's Fine Foods #159-Camelback","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,1309.65
,"Invoice","03/19/2015","57019","Casino Azul, Tequila  Reposado","Total Wine 1008","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,1510.65
,"Invoice","03/24/2015","57199","Casino Azul, Tequila  Reposado","Sol Cocina","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,1544.60
,"Invoice","04/08/2015","57449","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,1578.55
,"Invoice","04/21/2015","57703","Casino Azul, Tequila  Reposado","Total Wine 1004","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,1779.55
,"Invoice","05/21/2015","58253","Casino Azul, Tequila  Reposado","Total Wine 1005","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",3,33.50,100.50,1880.05
,"Invoice","06/10/2015","58572","Casino Azul, Tequila  Reposado","Total Wine 1003","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,2081.05
,"Invoice","07/09/2015","58969","Casino Azul, Tequila  Reposado","Total Wine 1003","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,2282.05
,"Invoice","07/09/2015","58973","Casino Azul, Tequila  Reposado","Total Wine 1009","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",5,33.50,167.50,2449.55
,"Invoice","08/13/2015","59451","Casino Azul, Tequila  Reposado","Total Wine 1006","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.50,33.50,2483.05
,"Invoice","08/13/2015","59454","Casino Azul, Tequila  Reposado","Total Wine 1002","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",2,33.50,67.00,2550.05
,"Invoice","08/13/2015","59455","Casino Azul, Tequila  Reposado","Total Wine 1001","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.50,33.50,2583.55
,"Invoice","08/26/2015","59654","Casino Azul, Tequila  Reposado ( Use sample mini bottle)","Samples Amber","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,0.00,0.00,2583.55
,"Invoice","08/28/2015","59728","Casino Azul, Tequila  Reposado","Sol Cocina","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",2,33.95,67.90,2651.45
,"Invoice","09/09/2015","59877","Casino Azul, Tequila  Reposado","Total Wine 1005","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",5,33.50,167.50,2818.95
,"Invoice","09/10/2015","59874","Casino Azul, Tequila  Reposado","Total Wine 1002","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",4,33.50,134.00,2952.95
,"Invoice","09/10/2015","59878","Casino Azul, Tequila  Reposado","Total Wine 1006","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",2,33.50,67.00,3019.95
,"Invoice","09/30/2015","60296","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,3053.90
,"Invoice","10/15/2015","60535","Casino Azul, Tequila  Reposado","Total Wine 1008","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.50,201.00,3254.90
,"Invoice","10/22/2015","60686","Casino Azul, Tequila  Reposado","Beverage Depot","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,3288.85
,"Invoice","10/29/2015","60822","Casino Azul, Tequila  Reposado","Top's Liquors","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,3322.80
,"Invoice","11/06/2015","60990","Casino Azul, Tequila  Reposado","Creekside","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,3526.50
,"Invoice","11/11/2015","61096","Casino Azul, Tequila  Reposado","Total Wine 1005","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,3730.20
,"Invoice","11/12/2015","61090","Casino Azul, Tequila  Reposado","Total Wine 1001","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,3764.15
,"Invoice","11/12/2015","61134","Casino Azul, Tequila  Reposado","Total Wine 1009","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,3967.85
,"Invoice","11/12/2015","61135","Casino Azul, Tequila  Reposado","Total Wine 1002","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,4001.80
,"Invoice","12/09/2015","61649","Casino Azul, Tequila  Reposado","Total Wine 1006","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,4035.75
,"Invoice","12/10/2015","61652","Casino Azul, Tequila  Reposado","Total Wine 1002","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,4239.45
,"Invoice","12/10/2015","61660","Casino Azul, Tequila  Reposado","Total Wine 1001","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,4443.15
,"Invoice","12/11/2015","61757","Casino Azul, Tequila  Reposado","Total Wine 1001","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,4477.10
,"Invoice","12/29/2015","62054","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,4511.05
,"Invoice","12/30/2015","62103","Casino Azul, Tequila  Reposado","Barrio Cafe","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,4545.00
"Total 00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",,,,,,,137,,4545.00,4545.00
"00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",,,,,,,,,,""
,"Invoice","01/08/2015","55691","Casino Azul, Tequila  Anejo","Total Wine 1001","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,36.75,220.50,220.50
,"Invoice","01/20/2015","55927","Casino Azul, Tequila  Anejo","Total Wine 1006","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,36.75,220.50,441.00
,"Invoice","01/21/2015","55916","Casino Azul, Tequila  Anejo","Total Wine 1010 - Tempe","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",4,36.75,147.00,588.00
,"Invoice","01/21/2015","55918","Casino Azul, Tequila  Anejo","Total Wine 1005","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",1,36.75,36.75,624.75
,"Invoice","01/22/2015","55919","Casino Azul, Tequila  Anejo","Total Wine 1008","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",4,36.75,147.00,771.75
,"Invoice","01/22/2015","55926","Casino Azul, Tequila  Anejo","Total Wine 1003","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,36.75,73.50,845.25
,"Invoice","01/22/2015","55943","Casino Azul, Tequila  Anejo","Total Wine 1002","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,36.75,220.50,1065.75
