,"Type","Date","Num","Memo","Name","Qty","Sales Price","Amount","Balance"
"Inventory",,,,,,,,,""
"00-Beer & Spirits",,,,,,,,,""
"00101LAI - P3 Amarett Da Vinci (Da Vinci, Amaretto Regency)",,,,,,,,,""
,"Invoice","04/29/2014","51426","Da Vinci, Amaretto Regency","Veneto Trattoria",2,6.96,13.92,13.92
,"Invoice","12/02/2014","54994","Da Vinci, Amaretto Regency","Veneto Trattoria",6,6.96,41.76,55.68
,"Invoice","05/01/2015","57933","Da Vinci, Amaretto Regency","Re-Use Invoice",0,6.96,0.00,55.68
,"Invoice","10/27/2016","68533","Da Vinci, Amaretto Regency","Moscato Italian Restaurant",26,6.99,181.74,237.42
"Total 00101LAI - P3 Amarett Da Vinci (Da Vinci, Amaretto Regency)",,,,,,34,,237.42,237.42
"00103LAI - Q3 Vdka Sen. Club (Senator's Club Vodka)",,,,,,,,,""
,"Invoice","01/16/2015","55878","Senator's Club Vodka (CL)","Mattas Grill and Cantina",12,2.99,35.88,35.88
"Total 00103LAI - Q3 Vdka Sen. Club (Senator's Club Vodka)",,,,,,12,,35.88,35.88
"00141LAI- TS A Brandy100 Laird (Laird Appple Brandy, 100 proof (Tucson Storage))",,,,,,,,,""
,"Invoice","02/04/2014","49766","Laird Appple Brandy, 100 proof (Tucson Storage)","Nox",3,21.99,65.97,65.97
,"Invoice","02/20/2014","50127","Laird Appple Brandy, 100 proof (Tucson Storage)","Wilko Market",1,21.99,21.99,87.96
,"Invoice","03/06/2014","50372","Laird Appple Brandy, 100 proof (Tucson Storage)","47 Scott",8,21.99,175.92,263.88
"Total 00141LAI- TS A Brandy100 Laird (Laird Appple Brandy, 100 proof (Tucson Storage))",,,,,,12,,263.88,263.88
"00141LAI - K3 ABrandy100 Laird (Laird Apple Brandy, 100 proof)",,,,,,,,,""
,"Invoice","01/08/2014","49205","Laird Apple Brandy, 100 proof","AJ's Fine Foods #61-Val Vista/Mesa",1,20.49,20.49,20.49
,"Invoice","01/08/2014","49206","Laird Apple Brandy, 100 proof","Top's Liquors",1,21.99,21.99,42.48
,"Invoice","01/09/2014","49237","Laird Apple Brandy, 100 proof","47 Scott",12,21.99,263.88,306.36
,"Invoice","01/24/2014","49547","Laird Apple Brandy, 100 proof","AJ's Fine Foods #118-Thompson Peak",1,21.99,21.99,328.35
,"Invoice","01/31/2014","49700","Laird Apple Brandy, 100 proof","Rum Runner",6,21.99,131.94,460.29
,"Invoice","02/13/2014","49969","Laird Apple Brandy, 100 proof","47 Scott",12,21.99,263.88,724.17
,"Invoice","02/13/2014","49973","Laird Apple Brandy, 100 proof","Plaza Liquors",3,21.99,65.97,790.14
,"Invoice","02/19/2014","50092","Laird Apple Brandy, 100 proof","AJ's Fine Foods #61-Val Vista/Mesa",2,21.99,43.98,834.12
,"Invoice","02/28/2014","50271","Laird Apple Brandy, 100 proof","Wilko Market",1,21.99,21.99,856.11
,"Invoice","03/06/2014","50346","Laird Apple Brandy, 100 proof","Reilly Craft Pizza + Drink",12,21.99,263.88,1119.99
,"Invoice","03/06/2014","50372","Laird Apple Brandy, 100 proof","47 Scott",1,21.99,21.99,1141.98
"Total 00141LAI - K3 ABrandy100 Laird (Laird Apple Brandy, 100 proof)",,,,,,52,,1141.98,1141.98
"00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",,,,,,,,,""
,"Invoice","02/05/2014","49777","Laird Applejack 80","AJ's Fine Foods #87-Ray",2,15.99,31.98,31.98
,"Invoice","02/19/2014","50092","Laird Applejack 80","AJ's Fine Foods #61-Val Vista/Mesa",2,15.99,31.98,63.96
,"Invoice","02/21/2014","50118","Laird Applejack 80","AJ's Fine Foods #90-Lone Mtn",1,15.99,15.99,79.95
,"Invoice","03/19/2014","50644","Laird Applejack 80","Sun Devil Liquor",1,15.99,15.99,95.94
,"Invoice","04/03/2014","50953","Laird Applejack 80","AJ's Fine Foods #159-Camelback",3,15.99,47.97,143.91
,"Invoice","04/10/2014","51076","Laird Applejack 80","Plaza Liquors",4,15.99,63.96,207.87
,"Invoice","04/16/2014","51169","Laird Applejack 80","AJ's Fine Foods #61-Val Vista/Mesa",3,15.99,47.97,255.84
,"Invoice","04/25/2014","51371","Laird Applejack 80","Virtu",1,15.99,15.99,271.83
,"Invoice","05/13/2014","51705","Laird Applejack 80","Top's Liquors",3,15.99,47.97,319.80
,"Invoice","07/10/2014","52580","Laird Applejack 80","Plaza Liquors",3,15.99,47.97,367.77
,"Invoice","08/07/2014","52985","Laird Applejack 80","AJ's Fine Foods #122-Tucson",0,15.99,0.00,367.77
,"Invoice","08/22/2014","53258","Laird Applejack 80","Samples James",1,0.00,0.00,367.77
,"Invoice","10/02/2014","53886","Laird Applejack 80","AJ's Fine Foods #122-Tucson",0,15.99,0.00,367.77
,"Invoice","11/12/2014","54605","Laird Applejack 80","AJ's Fine Foods #87-Ray",0,15.99,0.00,367.77
,"Invoice","11/12/2014","54628","Laird Applejack 80","AJ's Fine Foods #118-Thompson Peak",0,15.99,0.00,367.77
,"Invoice","11/19/2014","54615","Laird Applejack 80","Quick N Shine Carwash",2,15.99,31.98,399.75
,"Invoice","11/25/2014","54901","Laird Applejack 80","AJ's Fine Foods #61-Val Vista/Mesa",3,15.99,47.97,447.72
,"Invoice","12/02/2014","54976","Laird Applejack 80","AJ's Fine Foods #118-Thompson Peak",6,15.99,95.94,543.66
,"Invoice","12/04/2014","55012","Laird Applejack 80","AJ's Fine Foods #64-Central",0,15.99,0.00,543.66
,"Invoice","12/05/2014","55088","Laird Applejack 80","Basha's Sedona",3,15.99,47.97,591.63
,"Invoice","12/10/2014","55163","Laird Applejack 80","AJ's Fine Foods #64-Central",12,15.99,191.88,783.51
,"Invoice","12/11/2014","55196","Laird Applejack 80","Beverage Place",12,15.99,191.88,975.39
,"Invoice","12/12/2014","55184","Laird Applejack 80","AJ's Fine Foods #90-Lone Mtn",4,15.99,63.96,1039.35
,"Invoice","12/19/2014","55367","Laird Applejack 80","AJ's Fine Foods #87-Ray",4,15.99,63.96,1103.31
,"Invoice","12/24/2014","55504","Laird Applejack 80","Virtu",1,15.99,15.99,1119.30
,"Invoice","01/30/2015","56167","Laird Applejack 80","AJ's Fine Foods #173-Legacy",3,15.99,47.97,1167.27
,"Invoice","04/22/2015","57710","Laird Applejack 80","AJ's Fine Foods #61-Val Vista/Mesa",2,15.99,31.98,1199.25
,"Invoice","04/23/2015","57749","Laird Applejack 80","Rum Runner",3,13.96,41.88,1241.13
,"Invoice","07/17/2015","59085","Laird Applejack 80","Basha's Sedona",6,13.96,83.76,1324.89
,"Invoice","08/26/2015","59654","Laird Applejack 80 ( Use sample mini bottle)","Samples Amber",1,0.00,0.00,1324.89
,"Invoice","08/28/2015","59700","Laird Applejack 80","Basha's Sedona",12,13.96,167.52,1492.41
,"Invoice","10/23/2015","60714","Laird Applejack 80","AJ's Fine Foods #90-Lone Mtn",1,13.96,13.96,1506.37
,"Invoice","10/23/2015","60742","Laird Applejack 80","Basha's Sedona",12,13.96,167.52,1673.89
,"Invoice","10/23/2015","60747","Laird Applejack 80","Liquor Vault",12,13.96,167.52,1841.41
,"Invoice","11/12/2015","61103","Laird Applejack 80","Rum Runner",12,13.96,167.52,2008.93
,"Invoice","11/25/2015","61447","Laird Applejack 80","AJ's Fine Foods #90-Lone Mtn",6,15.99,95.94,2104.87
,"Invoice","12/02/2015","61525","Laird Applejack 80","Fiesta Liquors",12,15.99,191.88,2296.75
,"Invoice","12/09/2015","58721","Laird Applejack 80","Beverage Place",12,15.99,191.88,2488.63
,"Invoice","12/11/2015","61702","Laird Applejack 80","AJ's Fine Foods #173-Legacy",4,15.99,63.96,2552.59
,"Invoice","12/28/2015","61997","Laird Applejack 80","Basha's Sedona",2,15.99,31.98,2584.57
"Total 00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",,,,,,171,,2584.57,2584.57
"00149LAI - O3 Cap A Jack 100 (Captain Apple Jack 100 proof)",,,,,,,,,""
,"Invoice","05/08/2014","51579","Captain Apple Jack 100 proof","47 Scott",8,15.06,120.48,120.48
"Total 00149LAI - O3 Cap A Jack 100 (Captain Apple Jack 100 proof)",,,,,,8,,120.48,120.48
"00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",,,,,,,,,""
,"Invoice","01/09/2014","49246","Casoni, Limoncello ""Organic"" (6pk)","Plaza Liquors",1,22.46,22.46,22.46
,"Invoice","01/21/2014","49444","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1006",6,22.46,134.76,157.22
,"Invoice","01/22/2014","49443","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1004",12,22.46,269.52,426.74
,"Invoice","01/22/2014","49445","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005",5,22.46,112.30,539.04
,"Invoice","01/23/2014","49413","Casoni, Limoncello ""Organic"" (6pk)","Feast",6,22.46,134.76,673.80
,"Invoice","01/23/2014","49446","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1008",6,22.46,134.76,808.56
,"Invoice","01/28/2014","49590","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1003",3,22.46,67.38,875.94
,"Invoice","01/30/2014","49655","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #159-Camelback",3,22.46,67.38,943.32
,"Invoice","01/31/2014","49706","Casoni, Limoncello ""Organic"" (6pk)","House of Tricks",6,22.46,134.76,1078.08
,"Invoice","02/07/2014","49856","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #63-Lincoln",6,22.46,134.76,1212.84
,"Invoice","02/13/2014","49953","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #117-67th Ave.",4,22.46,89.84,1302.68
,"Invoice","02/19/2014","50071","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005",3,22.46,67.38,1370.06
,"Invoice","02/19/2014","50092","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #61-Val Vista/Mesa",6,22.46,134.76,1504.82
,"Invoice","02/21/2014","50118","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #90-Lone Mtn",2,22.46,44.92,1549.74
,"Invoice","02/25/2014","50197","Casoni, Limoncello ""Organic"" (6pk)","Naya",1,22.46,22.46,1572.20
,"Invoice","03/04/2014","50311","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #118-Thompson Peak",3,22.46,67.38,1639.58
,"Invoice","03/06/2014","50380","Casoni, Limoncello ""Organic"" (6pk)","Plaza Liquors",1,22.46,22.46,1662.04
,"Invoice","03/18/2014","50625","Casoni, Limoncello ""Organic""","Caffe' Daniel/ Daniel Malventano",2,22.46,44.92,1706.96
,"Invoice","03/18/2014","50637","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1006",6,22.46,134.76,1841.72
,"Invoice","03/19/2014","50646","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007",2,22.46,44.92,1886.64
,"Invoice","03/20/2014","50609","Casoni, Limoncello ""Organic"" (6pk)","Feast",6,22.46,134.76,2021.40
,"Invoice","03/28/2014","50748","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007",2,22.46,44.92,2066.32
,"Invoice","03/28/2014","50854","Casoni, Limoncello ""Organic"" (6pk)","Marco's Italian Bistro",1,22.46,22.46,2088.78
,"Invoice","04/01/2014","50899","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #159-Camelback",2,22.44,44.88,2133.66
,"Invoice","04/10/2014","51076","Casoni, Limoncello ""Organic"" (6pk)","Plaza Liquors",1,22.46,22.46,2156.12
,"Invoice","04/22/2014","51301","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007",2,22.46,44.92,2201.04
,"Invoice","04/23/2014","51322","Casoni, Limoncello ""Organic"" (6pk)","Quick N Shine Carwash",3,22.46,67.38,2268.42
,"Invoice","04/23/2014","51324","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #63-Lincoln",6,22.46,134.76,2403.18
,"Invoice","05/01/2014","51436","Casoni, Limoncello ""Organic"" (6pk)","Feast",6,22.46,134.76,2537.94
,"Invoice","05/02/2014","51480","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #75-Pima",6,22.46,134.76,2672.70
,"Invoice","05/09/2014","51611","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #90-Lone Mtn",3,22.46,67.38,2740.08
,"Invoice","05/20/2014","51805","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1003",6,22.46,134.76,2874.84
,"Invoice","05/20/2014","51807","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007",1,22.46,22.46,2897.30
,"Invoice","05/21/2014","51806","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005",1,22.46,22.46,2919.76
,"Invoice","05/21/2014","51840","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #61-Val Vista/Mesa",2,22.46,44.92,2964.68
,"Invoice","05/22/2014","51809","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1001",1,22.46,22.46,2987.14
,"Invoice","05/22/2014","51812","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1002",1,22.46,22.46,3009.60
,"Invoice","05/29/2014","51946","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005",1,22.46,22.46,3032.06
,"Invoice","05/29/2014","51985","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007",3,22.46,67.38,3099.44
,"Invoice","05/29/2014","52007","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005",2,22.46,44.92,3144.36
"Total 00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",,,,,,140,,3144.36,3144.36
"00153FRA - B3 Luigi Francoli (Luigi Francoli, Grappa Nebbiolo 5 years)",,,,,,,,,""
,"Invoice","01/10/2014","49262","Luigi Francoli, Grappa Nebbiolo 5 years","Marcellino",2,22.50,45.00,45.00
"Total 00153FRA - B3 Luigi Francoli (Luigi Francoli, Grappa Nebbiolo 5 years)",,,,,,2,,45.00,45.00
"00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",,,,,,,,,""
,"Invoice","01/17/2014","49382","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #75-Pima",24,3.25,78.00,78.00
,"Invoice","01/17/2014","49404","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #90-Lone Mtn",12,3.25,39.00,117.00
,"Invoice","02/28/2014","50265","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #90-Lone Mtn",12,3.25,39.00,156.00
,"Invoice","04/01/2014","50897","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #118-Thompson Peak",12,3.25,39.00,195.00
,"Invoice","04/03/2014","50948","Casoni, Limoncello 50ml (10 12pks)","Plaza Liquors",12,3.25,39.00,234.00
,"Invoice","04/22/2014","51288","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #64-Central",12,3.25,39.00,273.00
,"Invoice","05/13/2014","51689","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #118-Thompson Peak",12,3.25,39.00,312.00
,"Invoice","05/21/2014","51840","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #61-Val Vista/Mesa",12,3.50,42.00,354.00
,"Invoice","05/28/2014","51949","Casoni, Limoncello 50ml (10 12pks)","Quick N Shine Carwash",12,3.25,39.00,393.00
,"Invoice","06/11/2014","52199","Casoni, Limoncello 50ml (10 12pks)","Quick N Shine Carwash",0,3.25,0.00,393.00
,"Invoice","07/03/2014","52478","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #122-Tucson",12,2.56,30.72,423.72
,"Invoice","07/31/2014","52897","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #122-Tucson",12,3.25,39.00,462.72
,"Invoice","12/02/2014","54976","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #118-Thompson Peak",24,2.56,61.44,524.16
"Total 00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",,,,,,168,,524.16,524.16
"00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",,,,,,,,,""
,"Invoice","02/19/2014","50081","Cason, Limoncello 375ml gift set (6pk)","AJ's Fine Foods #87-Ray",0,17.25,0.00,0.00
,"Invoice","03/06/2014","50380","Cason, Limoncello 375ml gift set (6pk)","Plaza Liquors",1,17.25,17.25,17.25
,"Invoice","04/09/2014","51025","Cason, Limoncello 375ml gift set (6pk)","Quick N Shine Carwash",2,17.25,34.50,51.75
,"Invoice","04/30/2014","51454","Cason, Limoncello 375ml gift set (6pk)","AJ's Fine Foods #87-Ray",6,17.25,103.50,155.25
,"Invoice","05/08/2014","51591","Cason, Limoncello 375ml gift set (6pk)","Plaza Liquors",1,17.25,17.25,172.50
,"Invoice","06/05/2014","52127","Cason, Limoncello 375ml gift set (6pk)","Plaza Liquors",1,17.25,17.25,189.75
,"Invoice","06/19/2014","52316","Cason, Limoncello 375ml gift set (6pk)","Plaza Liquors",1,17.25,17.25,207.00
,"Invoice","06/20/2014","52362","Cason, Limoncello 375ml gift set (6pk)","Hideaway House",2,17.25,34.50,241.50
,"Invoice","08/22/2014","53228","Cason, Limoncello 375ml - priced as 1 750bottle","Hideaway House",2,11.23,22.46,263.96
"Total 00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",,,,,,16,,263.96,263.96
"00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",,,,,,,,,""
,"Invoice","01/16/2014","49371","Moletto, Grappa di Moscato (6pk)","Caffe Milano",1,27.56,27.56,27.56
,"Invoice","01/30/2014","49678","Moletto, Grappa di Moscato (6pk)","Vivace Restaurant",1,27.56,27.56,55.12
,"Invoice","01/31/2014","49706","Moletto, Grappa di Moscato (6pk)","House of Tricks",2,27.56,55.12,110.24
,"Invoice","02/04/2014","49756","Moletto, Grappa di Moscato (6pk)","Veneto Trattoria",1,27.56,27.56,137.80
,"Invoice","04/15/2014","51177","Moletto, Grappa di Moscato (6pk)","Veneto Trattoria",1,27.56,27.56,165.36
,"Invoice","04/18/2014","51221","Moletto, Grappa di Moscato (6pk)","Giuseppe's on 28th",1,27.56,27.56,192.92
,"Invoice","08/01/2014","52942","Moletto, Grappa di Moscato (6pk)","Veneto Trattoria",2,27.56,55.12,248.04
,"Invoice","08/14/2014","53066","Moletto, Grappa di Moscato (6pk)","Vivace Restaurant",1,27.56,27.56,275.60
,"Invoice","12/02/2014","54996","Moletto, Grappa di Moscato (6pk)","Giuseppe's on 28th",1,27.56,27.56,303.16
,"Invoice","12/18/2014","55342","Moletto, Grappa di Moscato (6pk)","Vivace Restaurant",1,27.56,27.56,330.72
,"Invoice","02/03/2015","56221","Moletto, Grappa di Moscato (6pk)","Cafe Monarch",1,27.56,27.56,358.28
,"Invoice","02/11/2015","56388","Moletto, Grappa di Moscato (6pk)","Veneto Trattoria",12,27.56,330.72,689.00
,"Invoice","02/11/2015","56388","Moletto, Grappa di Moscato (6pk)  Close Out Price","Veneto Trattoria",4,0.00,0.00,689.00
"Total 00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",,,,,,29,,689.00,689.00
"00172LAI - A3 Grap Neb Moletto (Moletto, Grappa di Nebbiolo (6pk))",,,,,,,,,""
,"Invoice","01/16/2014","49371","Moletto, Grappa di Nebbiolo (6pk)","Caffe Milano",1,27.56,27.56,27.56
,"Invoice","01/16/2014","49393","Moletto, Grappa di Nebbiolo (6pk)","Veneto Trattoria",1,27.56,27.56,55.12
,"Invoice","01/30/2014","49678","Moletto, Grappa di Nebbiolo (6pk)","Vivace Restaurant",1,27.56,27.56,82.68
,"Invoice","02/05/2014","49795","Moletto, Grappa di Nebbiolo (6pk)","AJ's Fine Foods #90-Lone Mtn",1,27.56,27.56,110.24
,"Invoice","10/20/2014","54227","Moletto, Grappa di Nebbiolo (6pk)","Veneto Trattoria",0,27.56,0.00,110.24
"Total 00172LAI - A3 Grap Neb Moletto (Moletto, Grappa di Nebbiolo (6pk))",,,,,,4,,110.24,110.24
"00173OMN ts Forst Lager TStorag (Forst Lager Beer (Tucson Storage))",,,,,,,,,""
,"Invoice","02/19/2014","50071","Forst Lager Beer","Total Wine 1005",0,1.36,0.00,0.00
"Total 00173OMN ts Forst Lager TStorag (Forst Lager Beer (Tucson Storage))",,,,,,0,,0.00,0.00
"00176MEG- UA  AKT Tequilla Repo (Hijos de Villa, AK-T Tequila Reposado 1L (6pk))",,,,,,,,,""
,"Invoice","01/08/2014","49206","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Top's Liquors",1,46.78,46.78,46.78
,"Invoice","01/15/2014","48084","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Quick N Shine Carwash",1,50.00,50.00,96.78
,"Invoice","02/19/2014","50088","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Sun Devil Liquor",1,46.78,46.78,143.56
,"Invoice","03/06/2014","50396","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Liquor Dan",6,43.78,262.68,406.24
,"Invoice","03/12/2014","50514","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Sun Devil Liquor",1,46.78,46.78,453.02
,"Invoice","03/14/2014","50571","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Sedona Liquor",1,50.00,50.00,503.02
,"Invoice","05/28/2014","51949","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Quick N Shine Carwash",2,43.78,87.56,590.58
,"Invoice","06/19/2014","52313","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Beverage Depot",2,43.78,87.56,678.14
,"Invoice","06/27/2014","52443","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Butler Chevron",1,50.00,50.00,728.14
,"Invoice","09/12/2014","53585","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Sedona Liquor",1,50.00,50.00,778.14
,"Invoice","10/10/2014","54082","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Sedona Liquor",1,50.00,50.00,828.14
,"Invoice","10/31/2014","54454","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Breakage",1,0.00,0.00,828.14
,"Invoice","11/07/2014","54569","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Liquor Barn- Prescott Valley",6,43.78,262.68,1090.82
,"Invoice","11/19/2014","54615","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Quick N Shine Carwash",1,46.78,46.78,1137.60
,"Invoice","01/15/2015","55840","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Beverage Depot",1,50.00,50.00,1187.60
,"Invoice","10/22/2015","60686","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Beverage Depot",2,50.00,100.00,1287.60
,"Invoice","10/28/2015","60800","Hijos de Villa, AK-T Tequila Reposado 1L (6pk)","Liquor Dan",4,50.00,200.00,1487.60
"Total 00176MEG- UA  AKT Tequilla Repo (Hijos de Villa, AK-T Tequila Reposado 1L (6pk))",,,,,,33,,1487.60,1487.60
"00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",,,,,,,,,""
,"Invoice","01/15/2014","49318","Casino, Tequila Azul Blanco","Liquor Square",2,35.28,70.56,70.56
,"Invoice","01/28/2014","49590","Casino, Tequila Azul Blanco","Total Wine 1003",3,32.74,98.22,168.78
,"Invoice","02/04/2014","49752","Casino, Tequila Azul Blanco","Barrio Queen",1,36.95,36.95,205.73
,"Invoice","02/18/2014","50031","Casino, Tequila Azul Blanco","Total Wine 1004",6,31.50,189.00,394.73
,"Invoice","02/18/2014","50053","Casino, Tequila Azul Blanco","Total Wine 1006",6,31.50,189.00,583.73
,"Invoice","02/18/2014","50054","Casino, Tequila Azul Blanco","Total Wine 1003",6,31.50,189.00,772.73
,"Invoice","02/19/2014","50071","Casino, Tequila Azul Blanco","Total Wine 1005",1,31.50,31.50,804.23
,"Invoice","02/20/2014","50032","Casino, Tequila Azul Blanco","Total Wine 1009",6,31.50,189.00,993.23
,"Invoice","02/20/2014","50051","Casino, Tequila Azul Blanco","Total Wine 1002",3,31.50,94.50,1087.73
,"Invoice","03/07/2014","50442","Casino, Tequila Azul Blanco","Barrio Cafe",1,36.95,36.95,1124.68
,"Invoice","03/12/2014","50514","Casino, Tequila Azul Blanco","Sun Devil Liquor",1,35.28,35.28,1159.96
,"Invoice","03/19/2014","50646","Casino, Tequila Azul Blanco","Total Wine 1007",5,31.50,157.50,1317.46
,"Invoice","03/20/2014","50600","Casino, Tequila Azul Blanco","Total Wine 1001",6,31.50,189.00,1506.46
,"Invoice","03/20/2014","50624","Casino, Tequila Azul Blanco","Total Wine 1003",6,31.50,189.00,1695.46
,"Invoice","03/20/2014","50627","Casino, Tequila Azul Blanco","Total Wine 1002",5,31.50,157.50,1852.96
,"Invoice","04/18/2014","51250","Casino, Tequila Azul Blanco","Barrio Queen",1,36.95,36.95,1889.91
,"Invoice","04/23/2014","51297","Casino, Tequila Azul Blanco","Total Wine 1005",12,31.50,378.00,2267.91
,"Invoice","04/23/2014","51322","Casino, Tequila Azul Blanco","Quick N Shine Carwash",1,31.74,31.74,2299.65
,"Invoice","05/09/2014","51623","Casino, Tequila Azul Blanco","Beverage Depot",1,31.74,31.74,2331.39
,"Invoice","05/22/2014","51812","Casino, Tequila Azul Blanco","Total Wine 1002",1,31.50,31.50,2362.89
,"Invoice","07/03/2014","52480","Casino, Tequila Azul Blanco","Total Wine 1001",6,31.50,189.00,2551.89
,"Invoice","07/04/2014","52518","Casino, Tequila Azul Blanco - pick up and replace broken bottle","Total Wine 1006",-1,36.95,-36.95,2514.94
,"Invoice","07/22/2014","52729","Casino, Tequila Azul Blanco","Total Wine 1003",3,31.50,94.50,2609.44
,"Invoice","07/25/2014","52745","Casino, Tequila Azul Blanco","Total Wine 1006",6,31.50,189.00,2798.44
,"Invoice","09/18/2014","53599","Casino, Tequila Azul Blanco","Total Wine 1002",2,31.50,63.00,2861.44
,"Invoice","09/25/2014","53802","Casino, Tequila Azul Blanco","Liquor Dan",1,36.95,36.95,2898.39
,"Invoice","10/01/2014","53819","Casino, Tequila Azul Blanco","Total Wine 1010 - Tempe",3,31.50,94.50,2992.89
,"Invoice","10/22/2014","54216","Casino, Tequila Azul Blanco","Total Wine 1004",6,31.50,189.00,3181.89
,"Invoice","10/23/2014","54250","Casino, Tequila Azul Blanco","Total Wine 1002",2,31.50,63.00,3244.89
,"Invoice","10/23/2014","54252","`Casino, Tequila Azul Blanco","Total Wine 1003",2,31.50,63.00,3307.89
,"Invoice","11/11/2014","54608","Casino, Tequila Azul Blanco","Total Wine 1010 - Tempe",3,31.50,94.50,3402.39
,"Invoice","11/12/2014","54624","Casino, Tequila Azul Blanco","Total Wine 1005",2,32.74,65.48,3467.87
,"Invoice","11/18/2014","54631","Casino, Tequila Azul Blanco","Total Wine 1009",12,31.50,378.00,3845.87
,"Invoice","12/03/2014","55015","Casino Azul, Tequila Blanco","Sun Devil Liquor",1,29.95,29.95,3875.82
,"Invoice","12/16/2014","55245","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe",2,31.50,63.00,3938.82
,"Invoice","12/16/2014","55248","Casino Azul, Tequila Blanco","Total Wine 1007",1,31.50,31.50,3970.32
,"Invoice","12/16/2014","55252","Casino Azul, Tequila Blanco","Total Wine 1006",6,31.50,189.00,4159.32
,"Invoice","12/17/2014","55246","Casino Azul, Tequila Blanco","Total Wine 1005",3,31.50,94.50,4253.82
,"Invoice","12/18/2014","55250","Casino Azul, Tequila Blanco","Total Wine 1008",6,31.50,189.00,4442.82
