,"Type","Date","Num","Memo","Name","Qty","Sales Price","Amount","Balance"
"Inventory",,,,,,,,,""
"00-Beer & Spirits",,,,,,,,,""
,"Invoice","04/11/2017","71996","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Sassi Ristorante",6,13.99,83.94,64007.23
,"Invoice","04/14/2017","72025","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Time Market",4,13.50,54.00,64061.23
,"Invoice","04/14/2017","72084","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Pomo Pizzeria Gilbert",12,13.99,167.88,64229.11
,"Invoice","04/14/2017","72116","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Marcellino",24,13.99,335.76,64564.87
,"Invoice","04/18/2017","72139","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Local Bistro",3,16.30,48.90,64613.77
,"Invoice","04/18/2017","72148","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","AJ's Fine Foods #159-Camelback",4,13.99,55.96,64669.73
,"Invoice","04/27/2017","72337","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Bella Luna",12,13.99,167.88,64837.61
,"Invoice","04/28/2017","72330","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","AJ's Fine Foods #122-Tucson",2,13.99,27.98,64865.59
,"Invoice","05/03/2017","72441","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","AJ's Fine Foods #61-Val Vista/Mesa",4,13.99,55.96,64921.55
,"Invoice","05/03/2017","72447","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Crudo",6,16.30,97.80,65019.35
,"Invoice","05/05/2017","72483","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","AJ's Fine Foods #122-Tucson",4,13.99,55.96,65075.31
,"Invoice","05/05/2017","72510","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Dominick's Real Italian-TUC",24,13.99,335.76,65411.07
,"Invoice","05/11/2017","72648","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Pomo Scottsdale",24,13.99,335.76,65746.83
,"Invoice","05/11/2017","72648","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Pomo Scottsdale",2,0.00,0.00,65746.83
,"Invoice","05/12/2017","72665","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Pomo Pizzeria Gilbert",12,13.99,167.88,65914.71
,"Invoice","05/12/2017","72665","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Pomo Pizzeria Gilbert",1,13.99,13.99,65928.70
,"Invoice","05/18/2017","72745","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Marcellino",24,13.99,335.76,66264.46
,"Invoice","05/19/2017","72804","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","AJ's Fine Foods #159-Camelback",3,13.99,41.97,66306.43
,"Invoice","05/24/2017","72857","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Central Wine",3,13.99,41.97,66348.40
,"Invoice","05/25/2017","73000","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Bella Vita Ristaurante",6,13.99,83.94,66432.34
,"Invoice","05/26/2017","73023","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Time Market",3,13.99,41.97,66474.31
,"Invoice","06/01/2017","73106","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Pomo Scottsdale",24,13.99,335.76,66810.07
,"Invoice","06/01/2017","73106","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Pomo Scottsdale",2,0.00,0.00,66810.07
,"Invoice","06/02/2017","73129","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Italian Restaurant",12,13.99,167.88,66977.95
,"Invoice","06/21/2017","73486","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Crudo",6,16.30,97.80,67075.75
,"Invoice","07/14/2017","73863","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Central Wine",6,13.99,83.94,67159.69
,"Invoice","07/19/2017","73890","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","AJ's Fine Foods #87-Ray",3,13.99,41.97,67201.66
,"Invoice","07/21/2017","73929","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Dominick's Real Italian-TUC",12,13.99,167.88,67369.54
,"Invoice","07/21/2017","73948","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Samples",1,0.00,0.00,67369.54
,"Invoice","07/26/2017","73977","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","AJ's Fine Foods #159-Camelback",3,13.99,41.97,67411.51
,"Invoice","07/26/2017","73991","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Crudo",6,16.30,97.80,67509.31
,"Invoice","07/28/2017","74046","Vietti, Barbera d'Asti ""Tre Vigne"" 2014   *","Casa Molina",1,0.00,0.00,67509.31
,"Invoice","07/28/2017","74049","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Ray",1,0.00,0.00,67509.31
,"Invoice","08/03/2017","74108","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,67845.07
,"Invoice","08/03/2017","74108","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,67845.07
,"Invoice","08/10/2017","74248","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Vita Ristaurante",3,13.99,41.97,67887.04
,"Invoice","08/11/2017","74260","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",6,13.99,83.94,67970.98
,"Invoice","08/23/2017","74431","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",6,16.30,97.80,68068.78
,"Invoice","09/01/2017","74571","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #122-Tucson",3,13.99,41.97,68110.75
,"Invoice","09/01/2017","74601","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Dominick's Real Italian-TUC",12,13.99,167.88,68278.63
,"Invoice","09/01/2017","74633","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",18,13.99,251.82,68530.45
,"Invoice","09/01/2017","74642","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,68698.33
,"Invoice","09/06/2017","74690","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Ray",1,0.00,0.00,68698.33
,"Invoice","09/07/2017","74686","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Central Wine",3,13.99,41.97,68740.30
,"Invoice","09/13/2017","74772","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Rural",12,13.99,167.88,68908.18
,"Invoice","09/14/2017","74837","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Vita Ristaurante",3,13.99,41.97,68950.15
,"Invoice","09/22/2017","74918","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Chandler",12,13.99,167.88,69118.03
,"Invoice","09/22/2017","74922","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Mayo Blvd",6,13.99,83.94,69201.97
,"Invoice","09/22/2017","74980","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #122-Tucson",4,13.99,55.96,69257.93
,"Invoice","09/26/2017","75021","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",3,13.50,40.50,69298.43
,"Invoice","09/26/2017","75028","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Local Bistro",2,16.30,32.60,69331.03
,"Invoice","09/26/2017","75033","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,69498.91
,"Invoice","09/28/2017","75018","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #117-67th Ave.",1,0.00,0.00,69498.91
,"Invoice","09/28/2017","75067","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,69834.67
,"Invoice","09/28/2017","75067","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,69834.67
,"Invoice","10/04/2017","75160","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",12,13.99,167.88,70002.55
,"Invoice","10/13/2017","75369","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",24,13.99,335.76,70338.31
,"Invoice","10/19/2017","75482","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Luna",12,13.99,167.88,70506.19
,"Invoice","10/20/2017","75500","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,70674.07
,"Invoice","10/20/2017","75563","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",12,13.99,167.88,70841.95
,"Invoice","10/26/2017","75682","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",5,13.99,69.95,70911.90
,"Invoice","10/27/2017","75693","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #75-Pima",3,13.99,41.97,70953.87
,"Invoice","10/27/2017","75720","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Dominick's Real Italian-TUC",12,13.99,167.88,71121.75
,"Invoice","10/31/2017","75766","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",4,13.50,54.00,71175.75
,"Invoice","11/01/2017","75786","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,71343.63
,"Invoice","11/02/2017","75799","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Vita Ristaurante",3,13.99,41.97,71385.60
,"Invoice","11/03/2017","75859","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #122-Tucson",3,13.99,41.97,71427.57
,"Invoice","11/07/2017","75877","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.98958,335.75,71763.32
,"Invoice","11/07/2017","75877","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.005,0.01,71763.33
,"Invoice","11/08/2017","75908","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",3,16.30,48.90,71812.23
,"Invoice","11/09/2017","75943","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Luna",12,13.99,167.88,71980.11
,"Invoice","11/10/2017","75971","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #90-Lone Mtn",6,13.99,83.94,72064.05
,"Invoice","11/10/2017","75996","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Local Bistro",12,16.30,195.60,72259.65
,"Invoice","11/15/2017","76038","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #61-Val Vista/Mesa",2,13.99,27.98,72287.63
,"Invoice","11/16/2017","76076","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #117-67th Ave.",1,13.99,13.99,72301.62
,"Invoice","11/17/2017","76161","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",12,13.99,167.88,72469.50
,"Invoice","11/18/2017","76172","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,72637.38
,"Invoice","11/21/2017","76188","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Mayo Blvd",6,13.99,83.94,72721.32
,"Invoice","11/22/2017","76245","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","The Nook Arcadia",12,11.99,143.88,72865.20
,"Invoice","11/22/2017","76277","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",3,16.30,48.90,72914.10
,"Invoice","11/22/2017","76290","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",24,13.99,335.76,73249.86
,"Invoice","11/28/2017","76296","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #118-Thompson Peak",5,13.99,69.95,73319.81
,"Invoice","11/28/2017","76306","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",6,13.99,83.94,73403.75
,"Invoice","11/29/2017","76325","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Rural",6,13.99,83.94,73487.69
,"Invoice","11/30/2017","76368","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","The Nook Arcadia",12,13.99,167.88,73655.57
,"Invoice","11/30/2017","76408","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Jennifer",1,0.00,0.00,73655.57
,"Invoice","12/01/2017","76385","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",24,13.99,335.76,73991.33
,"Invoice","12/01/2017","76419","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",6,16.30,97.80,74089.13
,"Invoice","12/01/2017","76421","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",8,13.99,111.92,74201.05
,"Credit Memo","12/04/2017","76447","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",-8,13.99,-111.92,74089.13
,"Invoice","12/07/2017","76520","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",6,13.99,83.94,74173.07
,"Invoice","12/07/2017","76527","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,74508.83
,"Invoice","12/07/2017","76527","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,74508.83
,"Invoice","12/07/2017","76537","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Michael",1,0.00,0.00,74508.83
,"Invoice","12/08/2017","76552","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Greg",1,0.00,0.00,74508.83
,"Invoice","12/08/2017","76563","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Plaza Liquors",2,13.99,27.98,74536.81
,"Invoice","12/08/2017","76578","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #122-Tucson",6,13.99,83.94,74620.75
,"Invoice","12/13/2017","76641","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Chandler",12,13.99,167.88,74788.63
,"Invoice","12/15/2017","76606","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AZ Wine - Scottsdale",3,13.99,41.97,74830.60
,"Invoice","12/15/2017","76706","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",6,13.99,83.94,74914.54
,"Invoice","12/15/2017","76712","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Mayo Blvd",6,13.99,83.94,74998.48
,"Invoice","12/22/2017","76894","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Casa Molina",6,13.99,83.94,75082.42
,"Invoice","12/27/2017","76967","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",6,13.99,83.94,75166.36
,"Invoice","12/28/2017","77023","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",6,16.30,97.80,75264.16
,"Invoice","12/28/2017","77034","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,75599.92
,"Invoice","12/28/2017","77034","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,75599.92
,"Invoice","12/29/2017","77047","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Ella",1,0.00,0.00,75599.92
,"Invoice","12/29/2017","77050","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",12,13.99,167.88,75767.80
,"Invoice","12/29/2017","77061","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,75935.68
,"Invoice","01/03/2018","77098","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",3,16.30,48.90,75984.58
,"Invoice","01/04/2018","77124","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Vita Ristaurante",3,13.99,41.97,76026.55
,"Invoice","01/05/2018","77157","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #90-Lone Mtn",6,13.99,83.94,76110.49
,"Invoice","01/05/2018","77169","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Mayo Blvd",6,13.99,83.94,76194.43
,"Invoice","01/05/2018","77180","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Chandler",12,13.99,167.88,76362.31
,"Invoice","01/10/2018","77214","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Rural",12,13.99,167.88,76530.19
,"Invoice","01/11/2018","77268","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,76865.95
,"Invoice","01/11/2018","77268","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,76865.95
,"Invoice","01/12/2018","77304","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Plaza Liquors",2,13.99,27.98,76893.93
,"Invoice","01/12/2018","77323","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,77061.81
,"Invoice","01/17/2018","77404","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",3,16.30,48.90,77110.71
,"Invoice","01/17/2018","77426","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",1,0.00,0.00,77110.71
,"Invoice","01/19/2018","77511","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,77278.59
,"Invoice","01/19/2018","77512","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Dominick's Real Italian-TUC",12,13.99,167.88,77446.47
,"Invoice","01/23/2018","77509","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Central Wine",6,13.99,83.94,77530.41
,"Invoice","01/23/2018","77540","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",3,13.99,41.97,77572.38
,"Invoice","01/24/2018","77550","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Ryan",1,0.00,0.00,77572.38
,"Invoice","01/26/2018","77640","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",12,13.50,162.00,77734.38
,"Invoice","01/26/2018","77645","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AZ Wine - Scottsdale",6,13.99,83.94,77818.32
,"Invoice","01/26/2018","77646","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #122-Tucson",1,13.50,13.50,77831.82
,"Invoice","01/26/2018","77690","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",1,0.00,0.00,77831.82
,"Invoice","01/31/2018","77763","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",6,16.30,97.80,77929.62
,"Invoice","02/01/2018","77804","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Luna",12,13.99,167.88,78097.50
,"Invoice","02/02/2018","77829","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Dominick's Real Italian-TUC",12,13.99,167.88,78265.38
,"Invoice","02/02/2018","77855","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,78433.26
,"Invoice","02/08/2018","77943","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Moscato Italian Restaurant",6,13.99,83.94,78517.20
,"Invoice","02/08/2018","77959","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,78852.96
,"Invoice","02/08/2018","77959","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,78852.96
,"Invoice","02/09/2018","77987","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #122-Tucson",1,13.99,13.99,78866.95
,"Invoice","02/09/2018","77993","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #90-Lone Mtn",6,13.99,83.94,78950.89
,"Invoice","02/13/2018","78068","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",3,13.99,41.97,78992.86
,"Invoice","02/13/2018","78071","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Ryan",1,0.00,0.00,78992.86
,"Invoice","02/14/2018","78088","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #87-Ray",3,13.99,41.97,79034.83
,"Invoice","02/15/2018","78156","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,79202.71
,"Invoice","02/16/2018","78173","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #75-Pima",12,13.99,167.88,79370.59
,"Invoice","02/16/2018","78182","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Plaza Liquors",2,13.99,27.98,79398.57
,"Invoice","02/21/2018","78271","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",6,16.30,97.80,79496.37
,"Invoice","02/22/2018","78266","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",3,13.99,41.97,79538.34
,"Invoice","02/22/2018","78312","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Vita Ristaurante",3,13.99,41.97,79580.31
,"Invoice","02/23/2018","78359","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Mayo Blvd",6,13.99,83.94,79664.25
,"Invoice","02/28/2018","78472","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",3,16.30,48.90,79713.15
,"Invoice","02/28/2018","78488","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Michael",1,0.00,0.00,79713.15
,"Invoice","02/28/2018","78505","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Luna",12,13.99,167.88,79881.03
,"Invoice","02/28/2018","78506","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,80216.79
,"Invoice","02/28/2018","78506","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,80216.79
,"Invoice","03/02/2018","78570","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",24,13.99,335.76,80552.55
,"Invoice","03/09/2018","78758","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,80720.43
,"Invoice","03/09/2018","78760","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Samples Jennifer",1,0.00,0.00,80720.43
,"Invoice","03/14/2018","78839","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",6,16.30,97.80,80818.23
,"Invoice","03/15/2018","78869","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,81153.99
,"Invoice","03/15/2018","78869","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,81153.99
,"Invoice","03/16/2018","78895","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Dominick's Real Italian-TUC",12,13.99,167.88,81321.87
,"Invoice","03/16/2018","78892","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #122-Tucson",6,13.50,81.00,81402.87
,"Invoice","03/22/2018","79062","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Luna",12,13.99,167.88,81570.75
,"Invoice","03/22/2018","79063","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Vita Ristaurante",3,13.99,41.97,81612.72
,"Invoice","03/23/2018","79073","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",6,13.99,83.94,81696.66
,"Invoice","03/23/2018","79132","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,81864.54
,"Invoice","03/27/2018","79155","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",3,13.99,41.97,81906.51
,"Invoice","03/28/2018","79179","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #87-Ray",4,13.99,55.96,81962.47
,"Invoice","03/29/2018","79219","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Vita Ristaurante",3,13.99,41.97,82004.44
,"Invoice","03/30/2018","79281","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Mayo Blvd",6,13.99,83.94,82088.38
,"Invoice","04/05/2018","79353","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #117-67th Ave.",2,13.99,27.98,82116.36
,"Invoice","04/05/2018","79391","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,82452.12
,"Invoice","04/05/2018","79391","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,82452.12
,"Invoice","04/06/2018","79429","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #122-Tucson",3,13.99,41.97,82494.09
,"Invoice","04/06/2018","79468","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Chandler",12,13.99,167.88,82661.97
,"Invoice","04/06/2018","79475","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,82829.85
,"Invoice","04/12/2018","79545","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Vita Ristaurante",4,13.99,55.96,82885.81
,"Invoice","04/13/2018","79650","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Time Market",6,13.99,83.94,82969.75
,"Invoice","04/13/2018","79673","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,83137.63
,"Invoice","04/17/2018","79686","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Whole Foods - Rural",12,13.99,167.88,83305.51
,"Invoice","04/17/2018","79694","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #159-Camelback",4,13.99,55.96,83361.47
,"Invoice","04/19/2018","79742","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Enchantment Resort",6,13.99,83.94,83445.41
,"Invoice","04/19/2018","79745","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",24,13.99,335.76,83781.17
,"Invoice","04/19/2018","79745","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Pomo Scottsdale",2,0.00,0.00,83781.17
,"Invoice","04/19/2018","79764","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Bella Luna",12,13.99,167.88,83949.05
,"Invoice","04/19/2018","79776","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","AJ's Fine Foods #117-67th Ave.",6,13.99,83.94,84032.99
,"Invoice","04/23/2018","79835","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Marcellino",12,13.99,167.88,84200.87
,"Invoice","04/25/2018","79902","Vietti, Barbera d'Asti ""Tre Vigne"" 2015  *","Crudo",6,16.30,97.80,84298.67
