,"Type","Date","Num","Memo","Name","Item","Qty","Sales Price","Amount","Balance"
,"Invoice","04/03/2014","50953","Laird Applejack 80","AJ's Fine Foods #159-Camelback","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",3,15.99,47.97,143.91
,"Invoice","04/10/2014","51076","Laird Applejack 80","Plaza Liquors","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",4,15.99,63.96,207.87
,"Invoice","04/16/2014","51169","Laird Applejack 80","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",3,15.99,47.97,255.84
,"Invoice","04/25/2014","51371","Laird Applejack 80","Virtu","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",1,15.99,15.99,271.83
,"Invoice","05/13/2014","51705","Laird Applejack 80","Top's Liquors","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",3,15.99,47.97,319.80
,"Invoice","07/10/2014","52580","Laird Applejack 80","Plaza Liquors","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",3,15.99,47.97,367.77
,"Invoice","08/07/2014","52985","Laird Applejack 80","AJ's Fine Foods #122-Tucson","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",0,15.99,0.00,367.77
,"Invoice","08/22/2014","53258","Laird Applejack 80","Samples James","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",1,0.00,0.00,367.77
,"Invoice","10/02/2014","53886","Laird Applejack 80","AJ's Fine Foods #122-Tucson","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",0,15.99,0.00,367.77
,"Invoice","11/12/2014","54605","Laird Applejack 80","AJ's Fine Foods #87-Ray","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",0,15.99,0.00,367.77
,"Invoice","11/12/2014","54628","Laird Applejack 80","AJ's Fine Foods #118-Thompson Peak","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",0,15.99,0.00,367.77
,"Invoice","11/19/2014","54615","Laird Applejack 80","Quick N Shine Carwash","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",2,15.99,31.98,399.75
,"Invoice","11/25/2014","54901","Laird Applejack 80","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",3,15.99,47.97,447.72
,"Invoice","12/02/2014","54976","Laird Applejack 80","AJ's Fine Foods #118-Thompson Peak","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",6,15.99,95.94,543.66
,"Invoice","12/04/2014","55012","Laird Applejack 80","AJ's Fine Foods #64-Central","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",0,15.99,0.00,543.66
,"Invoice","12/05/2014","55088","Laird Applejack 80","Basha's Sedona","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",3,15.99,47.97,591.63
,"Invoice","12/10/2014","55163","Laird Applejack 80","AJ's Fine Foods #64-Central","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",12,15.99,191.88,783.51
,"Invoice","12/11/2014","55196","Laird Applejack 80","Beverage Place","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",12,15.99,191.88,975.39
,"Invoice","12/12/2014","55184","Laird Applejack 80","AJ's Fine Foods #90-Lone Mtn","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",4,15.99,63.96,1039.35
,"Invoice","12/19/2014","55367","Laird Applejack 80","AJ's Fine Foods #87-Ray","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",4,15.99,63.96,1103.31
,"Invoice","12/24/2014","55504","Laird Applejack 80","Virtu","00-Beer & Spirits:00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",1,15.99,15.99,1119.30
"Total 00143LAI - J3 Appljack 80 Laird (Laird Applejack 80)",,,,,,,71,,1119.30,1119.30
"00149LAI - O3 Cap A Jack 100 (Captain Apple Jack 100 proof)",,,,,,,,,,""
,"Invoice","05/08/2014","51579","Captain Apple Jack 100 proof","47 Scott","00-Beer & Spirits:00149LAI - O3 Cap A Jack 100 (Captain Apple Jack 100 proof)",8,15.06,120.48,120.48
"Total 00149LAI - O3 Cap A Jack 100 (Captain Apple Jack 100 proof)",,,,,,,8,,120.48,120.48
"00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",,,,,,,,,,""
,"Invoice","01/09/2014","49246","Casoni, Limoncello ""Organic"" (6pk)","Plaza Liquors","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,22.46
,"Invoice","01/21/2014","49444","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1006","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,157.22
,"Invoice","01/22/2014","49443","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1004","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",12,22.46,269.52,426.74
,"Invoice","01/22/2014","49445","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",5,22.46,112.30,539.04
,"Invoice","01/23/2014","49413","Casoni, Limoncello ""Organic"" (6pk)","Feast","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,673.80
,"Invoice","01/23/2014","49446","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1008","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,808.56
,"Invoice","01/28/2014","49590","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1003","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",3,22.46,67.38,875.94
,"Invoice","01/30/2014","49655","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #159-Camelback","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",3,22.46,67.38,943.32
,"Invoice","01/31/2014","49706","Casoni, Limoncello ""Organic"" (6pk)","House of Tricks","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,1078.08
,"Invoice","02/07/2014","49856","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #63-Lincoln","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,1212.84
,"Invoice","02/13/2014","49953","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #117-67th Ave.","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",4,22.46,89.84,1302.68
,"Invoice","02/19/2014","50071","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",3,22.46,67.38,1370.06
,"Invoice","02/19/2014","50092","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,1504.82
,"Invoice","02/21/2014","50118","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #90-Lone Mtn","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",2,22.46,44.92,1549.74
,"Invoice","02/25/2014","50197","Casoni, Limoncello ""Organic"" (6pk)","Naya","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,1572.20
,"Invoice","03/04/2014","50311","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #118-Thompson Peak","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",3,22.46,67.38,1639.58
,"Invoice","03/06/2014","50380","Casoni, Limoncello ""Organic"" (6pk)","Plaza Liquors","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,1662.04
,"Invoice","03/18/2014","50625","Casoni, Limoncello ""Organic""","Caffe' Daniel/ Daniel Malventano","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",2,22.46,44.92,1706.96
,"Invoice","03/18/2014","50637","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1006","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,1841.72
,"Invoice","03/19/2014","50646","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",2,22.46,44.92,1886.64
,"Invoice","03/20/2014","50609","Casoni, Limoncello ""Organic"" (6pk)","Feast","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,2021.40
,"Invoice","03/28/2014","50748","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",2,22.46,44.92,2066.32
,"Invoice","03/28/2014","50854","Casoni, Limoncello ""Organic"" (6pk)","Marco's Italian Bistro","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,2088.78
,"Invoice","04/01/2014","50899","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #159-Camelback","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",2,22.44,44.88,2133.66
,"Invoice","04/10/2014","51076","Casoni, Limoncello ""Organic"" (6pk)","Plaza Liquors","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,2156.12
,"Invoice","04/22/2014","51301","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",2,22.46,44.92,2201.04
,"Invoice","04/23/2014","51322","Casoni, Limoncello ""Organic"" (6pk)","Quick N Shine Carwash","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",3,22.46,67.38,2268.42
,"Invoice","04/23/2014","51324","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #63-Lincoln","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,2403.18
,"Invoice","05/01/2014","51436","Casoni, Limoncello ""Organic"" (6pk)","Feast","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,2537.94
,"Invoice","05/02/2014","51480","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #75-Pima","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,2672.70
,"Invoice","05/09/2014","51611","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #90-Lone Mtn","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",3,22.46,67.38,2740.08
,"Invoice","05/20/2014","51805","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1003","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",6,22.46,134.76,2874.84
,"Invoice","05/20/2014","51807","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,2897.30
,"Invoice","05/21/2014","51806","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,2919.76
,"Invoice","05/21/2014","51840","Casoni, Limoncello ""Organic"" (6pk)","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",2,22.46,44.92,2964.68
,"Invoice","05/22/2014","51809","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1001","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,2987.14
,"Invoice","05/22/2014","51812","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1002","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,3009.60
,"Invoice","05/29/2014","51946","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",1,22.46,22.46,3032.06
,"Invoice","05/29/2014","51985","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1007","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",3,22.46,67.38,3099.44
,"Invoice","05/29/2014","52007","Casoni, Limoncello ""Organic"" (6pk)","Total Wine 1005","00-Beer & Spirits:00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",2,22.46,44.92,3144.36
"Total 00150LAI - K3 Limoncello Cason (Casoni, Limoncello ""Organic"" (6pk))",,,,,,,140,,3144.36,3144.36
"00153FRA - B3 Luigi Francoli (Luigi Francoli, Grappa Nebbiolo 5 years)",,,,,,,,,,""
,"Invoice","01/10/2014","49262","Luigi Francoli, Grappa Nebbiolo 5 years","Marcellino","00-Beer & Spirits:00153FRA - B3 Luigi Francoli (Luigi Francoli, Grappa Nebbiolo 5 years)",2,22.50,45.00,45.00
"Total 00153FRA - B3 Luigi Francoli (Luigi Francoli, Grappa Nebbiolo 5 years)",,,,,,,2,,45.00,45.00
"00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",,,,,,,,,,""
,"Invoice","01/17/2014","49382","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #75-Pima","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",24,3.25,78.00,78.00
,"Invoice","01/17/2014","49404","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #90-Lone Mtn","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.25,39.00,117.00
,"Invoice","02/28/2014","50265","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #90-Lone Mtn","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.25,39.00,156.00
,"Invoice","04/01/2014","50897","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #118-Thompson Peak","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.25,39.00,195.00
,"Invoice","04/03/2014","50948","Casoni, Limoncello 50ml (10 12pks)","Plaza Liquors","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.25,39.00,234.00
,"Invoice","04/22/2014","51288","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #64-Central","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.25,39.00,273.00
,"Invoice","05/13/2014","51689","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #118-Thompson Peak","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.25,39.00,312.00
,"Invoice","05/21/2014","51840","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #61-Val Vista/Mesa","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.50,42.00,354.00
,"Invoice","05/28/2014","51949","Casoni, Limoncello 50ml (10 12pks)","Quick N Shine Carwash","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.25,39.00,393.00
,"Invoice","06/11/2014","52199","Casoni, Limoncello 50ml (10 12pks)","Quick N Shine Carwash","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",0,3.25,0.00,393.00
,"Invoice","07/03/2014","52478","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #122-Tucson","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,2.56,30.72,423.72
,"Invoice","07/31/2014","52897","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #122-Tucson","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",12,3.25,39.00,462.72
,"Invoice","12/02/2014","54976","Casoni, Limoncello 50ml (10 12pks)","AJ's Fine Foods #118-Thompson Peak","00-Beer & Spirits:00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",24,2.56,61.44,524.16
"Total 00160LAI - L3 Limon 50 Casoni (Casoni, Limoncello 50ml (10 12pks))",,,,,,,168,,524.16,524.16
"00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",,,,,,,,,,""
,"Invoice","02/19/2014","50081","Cason, Limoncello 375ml gift set (6pk)","AJ's Fine Foods #87-Ray","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",0,17.25,0.00,0.00
,"Invoice","03/06/2014","50380","Cason, Limoncello 375ml gift set (6pk)","Plaza Liquors","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",1,17.25,17.25,17.25
,"Invoice","04/09/2014","51025","Cason, Limoncello 375ml gift set (6pk)","Quick N Shine Carwash","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",2,17.25,34.50,51.75
,"Invoice","04/30/2014","51454","Cason, Limoncello 375ml gift set (6pk)","AJ's Fine Foods #87-Ray","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",6,17.25,103.50,155.25
,"Invoice","05/08/2014","51591","Cason, Limoncello 375ml gift set (6pk)","Plaza Liquors","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",1,17.25,17.25,172.50
,"Invoice","06/05/2014","52127","Cason, Limoncello 375ml gift set (6pk)","Plaza Liquors","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",1,17.25,17.25,189.75
,"Invoice","06/19/2014","52316","Cason, Limoncello 375ml gift set (6pk)","Plaza Liquors","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",1,17.25,17.25,207.00
,"Invoice","06/20/2014","52362","Cason, Limoncello 375ml gift set (6pk)","Hideaway House","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",2,17.25,34.50,241.50
,"Invoice","08/22/2014","53228","Cason, Limoncello 375ml - priced as 1 750bottle","Hideaway House","00-Beer & Spirits:00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",2,11.23,22.46,263.96
"Total 00162LAI - L3 Limon 375 Casoni (Cason, Limoncello 375ml gift set (6pk))",,,,,,,16,,263.96,263.96
"00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",,,,,,,,,,""
,"Invoice","01/16/2014","49371","Moletto, Grappa di Moscato (6pk)","Caffe Milano","00-Beer & Spirits:00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",1,27.56,27.56,27.56
,"Invoice","01/30/2014","49678","Moletto, Grappa di Moscato (6pk)","Vivace Restaurant","00-Beer & Spirits:00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",1,27.56,27.56,55.12
,"Invoice","01/31/2014","49706","Moletto, Grappa di Moscato (6pk)","House of Tricks","00-Beer & Spirits:00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",2,27.56,55.12,110.24
,"Invoice","02/04/2014","49756","Moletto, Grappa di Moscato (6pk)","Veneto Trattoria","00-Beer & Spirits:00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",1,27.56,27.56,137.80
,"Invoice","04/15/2014","51177","Moletto, Grappa di Moscato (6pk)","Veneto Trattoria","00-Beer & Spirits:00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",1,27.56,27.56,165.36
,"Invoice","04/18/2014","51221","Moletto, Grappa di Moscato (6pk)","Giuseppe's on 28th","00-Beer & Spirits:00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",1,27.56,27.56,192.92
,"Invoice","08/01/2014","52942","Moletto, Grappa di Moscato (6pk)","Veneto Trattoria","00-Beer & Spirits:00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",2,27.56,55.12,248.04
,"Invoice","08/14/2014","53066","Moletto, Grappa di Moscato (6pk)","Vivace Restaurant","00-Beer & Spirits:00171LAI -A3 Grappa Moletto (Moletto, Grappa di Moscato (6pk))",1,27.56,27.56,275.60
