,"Type","Date","Num","Memo","Name","Item","Qty","Sales Price","Amount","Balance"
,"Invoice","09/14/2016","67735","Centorri, Moscato di Pavia 2015","Queen Creek Olive Mill","20210  N2 (Centorri, Moscato di Pavia 2018)",12,8.99,107.88,2013.63
,"Invoice","09/28/2016","68000","Centorri, Moscato di Pavia 2015","Quick N Shine Carwash","20210  N2 (Centorri, Moscato di Pavia 2018)",2,8.99,17.98,2031.61
,"Invoice","09/28/2016","68008","Centorri, Moscato di Pavia 2015","Quick N Shine Carwash","20210  N2 (Centorri, Moscato di Pavia 2018)",3,8.99,26.97,2058.58
,"Invoice","09/30/2016","68073","Centorri, Moscato di Pavia 2015","The Strand","20210  N2 (Centorri, Moscato di Pavia 2018)",12,8.99,107.88,2166.46
,"Invoice","10/07/2016","68187","Centorri, Moscato di Pavia 2015","Samples Jennifer","20210  N2 (Centorri, Moscato di Pavia 2018)",1,0.00,0.00,2166.46
,"Invoice","10/13/2016","68258","Centorri, Moscato di Pavia 2015","Hi-Fi Kitchen and Cocktails","20210  N2 (Centorri, Moscato di Pavia 2018)",12,8.99,107.88,2274.34
,"Invoice","10/13/2016","68322","Centorri, Moscato di Pavia 2015","North Mountain Grille","20210  N2 (Centorri, Moscato di Pavia 2018)",2,8.99,17.98,2292.32
,"Invoice","10/14/2016","68334","Centorri, Moscato di Pavia 2015","Samples Jennifer","20210  N2 (Centorri, Moscato di Pavia 2018)",1,0.00,0.00,2292.32
,"Invoice","10/20/2016","68430","Centorri, Moscato di Pavia 2015","The Strand","20210  N2 (Centorri, Moscato di Pavia 2018)",12,8.99,107.88,2400.20
,"Invoice","10/26/2016","68527","Centorri, Moscato di Pavia 2015","Queen Creek Olive Mill","20210  N2 (Centorri, Moscato di Pavia 2018)",12,8.99,107.88,2508.08
,"Invoice","11/22/2016","69132","Centorri, Moscato di Pavia 2015","The Strand","20210  N2 (Centorri, Moscato di Pavia 2018)",12,8.99,107.88,2615.96
,"Invoice","12/02/2016","69291","Centorri, Moscato di Pavia 2015","Cata Vinos","20210  N2 (Centorri, Moscato di Pavia 2018)",3,8.99,26.97,2642.93
,"Invoice","12/16/2016","69546","Centorri, Moscato di Pavia 2015","Hi-Fi Kitchen and Cocktails","20210  N2 (Centorri, Moscato di Pavia 2018)",12,8.99,107.88,2750.81
,"Invoice","12/16/2016","69653","Centorri, Moscato di Pavia 2015","City Wines and Spirits","20210  N2 (Centorri, Moscato di Pavia 2018)",3,8.99,26.97,2777.78
,"Invoice","12/23/2016","69795","Centorri, Moscato di Pavia 2015","Cata Vinos","20210  N2 (Centorri, Moscato di Pavia 2018)",6,8.99,53.94,2831.72
"Total 20210  N2 (Centorri, Moscato di Pavia 2018)",,,,,,,333,,2831.72,2831.72
"20213 (Umberto Cesari, Moma White 2016)",,,,,,,,,,""
,"Invoice","01/29/2016","63693","Umberto Cesari, Moma White 2012","Samples James","20213 (Umberto Cesari, Moma White 2016)",1,0.00,0.00,0.00
,"Invoice","08/03/2016","67091","Umberto Cesari, Moma White 2012","Samples Michael","20213 (Umberto Cesari, Moma White 2016)",1,0.00,0.00,0.00
,"Invoice","08/11/2016","67073","Umberto Cesari, Moma White 2014","North - La Encantada","20213 (Umberto Cesari, Moma White 2016)",38,10.99,417.62,417.62
"Total 20213 (Umberto Cesari, Moma White 2016)",,,,,,,40,,417.62,417.62
"20214 (Canaletto, Montepulciano d' Abruzzo 2014)",,,,,,,,,,""
,"Invoice","01/07/2016","62279","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,47.94
,"Invoice","01/14/2016","62392","Canaletto, Montepulciano d' Abruzzo 2012","Flowers","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",4,7.99,31.96,79.90
,"Invoice","01/21/2016","62553","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,175.78
,"Invoice","01/27/2016","62643","Canaletto, Montepulciano d' Abruzzo 2012  ONLY 4cs   CO price $5.99","Arrivederci La Cucina Italiana","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",1,0.00,0.00,175.78
,"Invoice","01/28/2016","63665","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,271.66
,"Invoice","02/04/2016","63774","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,367.54
,"Invoice","02/11/2016","63929","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,463.42
,"Invoice","02/16/2016","64014","Canaletto, Montepulciano d' Abruzzo 2012","Samples Scott","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",1,0.00,0.00,463.42
,"Invoice","02/18/2016","64071","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,511.36
,"Invoice","02/23/2016","64150","Canaletto, Montepulciano d' Abruzzo 2012","Vino Di Sedona","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,559.30
,"Invoice","02/25/2016","64214","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",1,7.99,7.99,567.29
,"Invoice","03/03/2016","64373","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,615.23
,"Invoice","03/10/2016","64529","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,663.17
,"Invoice","03/15/2016","64593","Canaletto, Montepulciano d' Abruzzo 2012","Vino Di Sedona","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,711.11
,"Invoice","03/17/2016","64685","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,806.99
,"Invoice","03/22/2016","64759","Canaletto, Montepulciano d' Abruzzo 2012","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,854.93
,"Invoice","03/29/2016","64925","Canaletto, Montepulciano d' Abruzzo 2012","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",3,7.99,23.97,878.90
,"Invoice","03/29/2016","64931","Canaletto, Montepulciano d' Abruzzo 2012","Samples Scott","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",1,0.00,0.00,878.90
,"Invoice","03/31/2016","64984","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,974.78
,"Invoice","04/05/2016","65036","Canaletto, Montepulciano d' Abruzzo 2012","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,1070.66
,"Invoice","04/12/2016","65177","Canaletto, Montepulciano d' Abruzzo 2012","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,1166.54
,"Invoice","04/14/2016","65246","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,1262.42
,"Invoice","04/19/2016","65323","Canaletto, Montepulciano d' Abruzzo 2012","Vino Di Sedona","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,1310.36
,"Invoice","04/19/2016","65328","Canaletto, Montepulciano d' Abruzzo 2012","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,1406.24
,"Invoice","04/20/2016","65298","Canaletto, Montepulciano d' Abruzzo 2012","Euro Pizza","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,5.99,71.88,1478.12
,"Invoice","04/20/2016","65339","Canaletto, Montepulciano d' Abruzzo 2012","Quick N Shine Carwash","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,1526.06
,"Invoice","04/28/2016","65456","Canaletto, Montepulciano d' Abruzzo 2012","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,1621.94
,"Invoice","04/28/2016","65481","Canaletto, Montepulciano d' Abruzzo 2012","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,1717.82
,"Invoice","04/29/2016","65466","Canaletto, Montepulciano d' Abruzzo 2012","The Strand","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,5.25,63.00,1780.82
,"Invoice","04/29/2016","65532","Canaletto, Montepulciano d' Abruzzo 2012","Euro Pizza","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,5.99,71.88,1852.70
,"Invoice","05/03/2016","65539","Canaletto, Montepulciano d' Abruzzo 2012","Cibo","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",36,5.99,215.64,2068.34
,"Invoice","05/05/2016","65618","Canaletto, Montepulciano d' Abruzzo 2013","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,2116.28
,"Invoice","05/05/2016","65622","Canaletto, Montepulciano d' Abruzzo 2013","Ciao Grazie Verrado","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",10,5.99,59.90,2176.18
,"Invoice","05/06/2016","65657","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",4,7.99,31.96,2208.14
,"Invoice","05/12/2016","65752","Canaletto, Montepulciano d' Abruzzo 2013","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,2304.02
,"Invoice","05/12/2016","65759","Canaletto, Montepulciano d' Abruzzo 2013","Vino Di Sedona","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,2351.96
,"Invoice","05/12/2016","65766","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,2447.84
,"Invoice","05/17/2016","65823","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,2543.72
,"Invoice","06/08/2016","66220","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,2639.60
,"Invoice","06/16/2016","66377","Canaletto, Montepulciano d' Abruzzo 2013","Giuseppe's - Tucson","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,2687.54
,"Invoice","06/17/2016","66405","Canaletto, Montepulciano d' Abruzzo 2013","Ciao Grazie Pizzeria Winebar Canyon Villa","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,2783.42
,"Invoice","06/23/2016","66490","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,2879.30
,"Invoice","07/14/2016","66812","Canaletto, Montepulciano d' Abruzzo 2013","Ciao Grazie Pizzeria Winebar Canyon Villa","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,2975.18
,"Invoice","07/29/2016","67057","Canaletto, Montepulciano d' Abruzzo 2013","Ciao Grazie Pizzeria Winebar Canyon Villa","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,6.99,83.88,3059.06
,"Invoice","08/04/2016","67146","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,3154.94
,"Invoice","08/12/2016","67272","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,3250.82
,"Invoice","08/25/2016","67475","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",18,7.99,143.82,3394.64
,"Invoice","08/31/2016","67584","Canaletto, Montepulciano d' Abruzzo 2013","Ciao Grazie Pizzeria Winebar Canyon Villa","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,3490.52
,"Invoice","09/01/2016","67595","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,3586.40
,"Invoice","09/14/2016","67812","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,3682.28
,"Invoice","09/15/2016","67815","Canaletto, Montepulciano d' Abruzzo 2013","Vino Di Sedona","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,3730.22
,"Invoice","10/05/2016","68143","Canaletto, Montepulciano d' Abruzzo 2013","Ciao Grazie Pizzeria Winebar Canyon Villa","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,3826.10
,"Invoice","10/06/2016","68170","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,3921.98
,"Invoice","11/03/2016","68737","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,3969.92
,"Invoice","11/03/2016","68764","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,4017.86
,"Invoice","11/10/2016","68855","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,4065.80
,"Invoice","11/16/2016","68978","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,4113.74
,"Invoice","11/17/2016","69012","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,4209.62
,"Invoice","11/30/2016","69224","Canaletto, Montepulciano d' Abruzzo 2013","Fiesta Liquors","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",4,7.99,31.96,4241.58
,"Invoice","11/30/2016","69228","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,4289.52
,"Invoice","12/01/2016","69271","Canaletto, Montepulciano d' Abruzzo 2013","Vino Di Sedona","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,4337.46
,"Invoice","12/07/2016","69387","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,4385.40
,"Invoice","12/15/2016","69595","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,4433.34
,"Invoice","12/22/2016","69770","Canaletto, Montepulciano d' Abruzzo 2013","Gerardo's Italian Kitchen","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",12,7.99,95.88,4529.22
,"Invoice","12/29/2016","69856","Canaletto, Montepulciano d' Abruzzo 2013","Guido Chicago Meat and Deli","20214 (Canaletto, Montepulciano d' Abruzzo 2014)",6,7.99,47.94,4577.16
"Total 20214 (Canaletto, Montepulciano d' Abruzzo 2014)",,,,,,,599,,4577.16,4577.16
"20215 (Illuminati, Montepulciano Riparosso 2014)",,,,,,,,,,""
,"Invoice","03/17/2016","64665","Illuminati, Montepulciano Riparosso 2012","Plaza Liquors","20215 (Illuminati, Montepulciano Riparosso 2014)",1,10.99,10.99,10.99
,"Invoice","03/31/2016","64970","Illuminati, Montepulciano Riparosso 2012","Plaza Liquors","20215 (Illuminati, Montepulciano Riparosso 2014)",2,10.99,21.98,32.97
,"Invoice","04/06/2016","65087","Illuminati, Montepulciano Riparosso 2012","Samples Greg","20215 (Illuminati, Montepulciano Riparosso 2014)",1,0.00,0.00,32.97
,"Invoice","06/14/2016","66297","Illuminati, Montepulciano Riparosso 2012","Samples Ryan","20215 (Illuminati, Montepulciano Riparosso 2014)",1,0.00,0.00,32.97
,"Invoice","07/01/2016","66523","Illuminati, Montepulciano Riparosso 2012","Malani World Mercado","20215 (Illuminati, Montepulciano Riparosso 2014)",24,5.99,143.76,176.73
,"Invoice","07/05/2016","66524","Illuminati, Montepulciano Riparosso 2012","AJ's Fine Foods #90-Lone Mtn","20215 (Illuminati, Montepulciano Riparosso 2014)",12,5.99,71.88,248.61
,"Invoice","07/06/2016","66653","Illuminati, Montepulciano Riparosso 2012","Flowers","20215 (Illuminati, Montepulciano Riparosso 2014)",12,5.99,71.88,320.49
,"Invoice","07/28/2016","67026","Illuminati, Montepulciano Riparosso 2012","Vino Loco","20215 (Illuminati, Montepulciano Riparosso 2014)",24,3.99,95.76,416.25
,"Invoice","07/28/2016","67038","Illuminati, Montepulciano Riparosso 2012","Samples Lisa","20215 (Illuminati, Montepulciano Riparosso 2014)",1,0.00,0.00,416.25
,"Invoice","08/04/2016","67123","Illuminati, Montepulciano Riparosso 2012","Josephine's","20215 (Illuminati, Montepulciano Riparosso 2014)",72,3.99,287.28,703.53
,"Invoice","08/04/2016","67127","Illuminati, Montepulciano Riparosso 2014","Caffe Milano","20215 (Illuminati, Montepulciano Riparosso 2014)",2,10.99,21.98,725.51
,"Invoice","08/10/2016","67129","Illuminati, Montepulciano Riparosso 2012","Alessia's Ristorante Italiano","20215 (Illuminati, Montepulciano Riparosso 2014)",70,3.99,279.30,1004.81
,"Invoice","08/10/2016","67129","Illuminati, Montepulciano Riparosso 2014","Alessia's Ristorante Italiano","20215 (Illuminati, Montepulciano Riparosso 2014)",2,3.99,7.98,1012.79
,"Invoice","08/11/2016","67219","Illuminati, Montepulciano Riparosso 2014","Plaza Liquors","20215 (Illuminati, Montepulciano Riparosso 2014)",3,10.99,32.97,1045.76
,"Invoice","08/31/2016","67562","Illuminati, Montepulciano Riparosso 2014","Samples Lisa","20215 (Illuminati, Montepulciano Riparosso 2014)",1,0.00,0.00,1045.76
,"Invoice","09/01/2016","67585","Illuminati, Montepulciano Riparosso 2014","Plaza Liquors","20215 (Illuminati, Montepulciano Riparosso 2014)",2,10.99,21.98,1067.74
,"Invoice","10/10/2016","68218","Illuminati, Montepulciano Riparosso 2014","Samples 100% billback","20215 (Illuminati, Montepulciano Riparosso 2014)",1,0.00,0.00,1067.74
,"Invoice","10/13/2016","68212","Illuminati, Montepulciano Riparosso 2014","Feast","20215 (Illuminati, Montepulciano Riparosso 2014)",12,10.99,131.88,1199.62
,"Invoice","10/20/2016","68381","Illuminati, Montepulciano Riparosso 2014","AJ's Fine Foods #63-Lincoln","20215 (Illuminati, Montepulciano Riparosso 2014)",12,10.99,131.88,1331.50
,"Credit Memo","10/21/2016","68479","Illuminati, Montepulciano Riparosso 2014","AJ's Fine Foods #63-Lincoln","20215 (Illuminati, Montepulciano Riparosso 2014)",-12,10.99,-131.88,1199.62
,"Invoice","12/23/2016","69792","Illuminati, Montepulciano Riparosso 2014","Feast","20215 (Illuminati, Montepulciano Riparosso 2014)",12,10.99,131.88,1331.50
"Total 20215 (Illuminati, Montepulciano Riparosso 2014)",,,,,,,255,,1331.50,1331.50
"20220 ZG3 (Opici, Lambrusco Grasparossa)",,,,,,,,,,""
,"Invoice","11/04/2016","68700","Opici, Lambrusco Grasparossa   (60 btls coming in next week)","Fat Ox","20220 ZG3 (Opici, Lambrusco Grasparossa)",0,5.99,0.00,0.00
,"Invoice","11/10/2016","68837","Opici, Lambrusco d' Emilia","Fat Ox","20220 ZG3 (Opici, Lambrusco Grasparossa)",60,5.99,359.40,359.40
,"Invoice","11/22/2016","69157","Opici, Lambrusco Grasparossa","Fat Ox","20220 ZG3 (Opici, Lambrusco Grasparossa)",120,5.99,718.80,1078.20
,"Invoice","11/30/2016","69222","Opici, Lambrusco Grasparossa","Fat Ox","20220 ZG3 (Opici, Lambrusco Grasparossa)",72,5.99,431.28,1509.48
,"Invoice","12/06/2016","69365","Opici, Lambrusco Grasparossa","Fat Ox","20220 ZG3 (Opici, Lambrusco Grasparossa)",72,5.99,431.28,1940.76
,"Invoice","12/28/2016","69853","Opici, Lambrusco Grasparossa","Fat Ox","20220 ZG3 (Opici, Lambrusco Grasparossa)",36,5.99,215.64,2156.40
"Total 20220 ZG3 (Opici, Lambrusco Grasparossa)",,,,,,,360,,2156.40,2156.40
"30-Domestic (Domestic)",,,,,,,,,,""
"30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",,,,,,,,,,""
,"Invoice","04/13/2016","65202","Consilience, Petite Sirah 2012","AJ's Fine Foods #118-Thompson Peak","30-Domestic:30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",4,17.99,71.96,71.96
,"Invoice","05/18/2016","65840","Consilience, Petite Sirah 2012","AJ's Fine Foods #159-Camelback","30-Domestic:30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",2,17.99,35.98,107.94
,"Invoice","05/20/2016","65897","Consilience, Petite Sirah 2012","AJ's Fine Foods #118-Thompson Peak","30-Domestic:30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",4,17.00,68.00,175.94
,"Invoice","09/15/2016","67815","Consilience, Petite Sirah 2012","Vino Di Sedona","30-Domestic:30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",4,17.99,71.96,247.90
,"Invoice","09/28/2016","68000","Consilience, Petite Sirah 2012","Quick N Shine Carwash","30-Domestic:30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",1,17.99,17.99,265.89
,"Invoice","10/27/2016","68594","Consilience, Petite Sirah 2012","Vino Di Sedona","30-Domestic:30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",1,17.99,17.99,283.88
,"Invoice","12/08/2016","69444","Consilience, Petite Sirah 2012","Vino Loco","30-Domestic:30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",6,17.99,107.94,391.82
,"Invoice","12/29/2016","69880","Consilience, Petite Sirah 2012","Vino Loco","30-Domestic:30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",6,17.99,107.94,499.76
"Total 30313CON C2 Cons P. Sirah (Consilience, Petite Sirah 2012)",,,,,,,28,,499.76,499.76
"30322ZEPO3NunesVinrds PN (Zepaltas, Pinot Noir ""Nunes Vineyard"" 2011)",,,,,,,,,,""
,"Invoice","06/28/2016","66553","Zepaltas, Pinot Noir ""Nunes Vineyard"" 2011","La Grande Orange Market","30-Domestic:30322ZEPO3NunesVinrds PN (Zepaltas, Pinot Noir ""Nunes Vineyard"" 2011)",9,9.99,89.91,89.91
"Total 30322ZEPO3NunesVinrds PN (Zepaltas, Pinot Noir ""Nunes Vineyard"" 2011)",,,,,,,9,,89.91,89.91
"30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",,,,,,,,,,""
,"Invoice","01/07/2016","62287","Cult, Napa Valley Red","TRANSFERS","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",-12,22.70,-272.40,-272.40
,"Invoice","01/08/2016","62127","Cult, Napa Valley Red","Basha's Scottsdale #99","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",12,19.50,234.00,-38.40
,"Invoice","01/26/2016","62617","Cult, Napa Valley Red","The Restaurant Collection / Wine Shop","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",12,19.50,234.00,195.60
,"Invoice","01/27/2016","62649","Cult, Napa Valley Red","Quick N Shine Carwash","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",2,19.50,39.00,234.60
,"Invoice","01/28/2016","62675","Cult, Napa Valley Red","Hi-Fi Kitchen and Cocktails","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",12,15.99,191.88,426.48
,"Invoice","01/28/2016","62678","Cult, Napa Valley Red","Whole Foods - PV/Tatum","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",12,19.50,234.00,660.48
,"Invoice","02/18/2016","64076","Cult, Napa Valley Red","Basha's Phx 15","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",6,19.50,117.00,777.48
,"Invoice","03/10/2016","64484","Cult, Napa Valley Red","Hi-Fi Kitchen and Cocktails","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",12,15.99,191.88,969.36
,"Invoice","03/10/2016","64499","Cult, Napa Valley Red","Whole Foods - PV/Tatum","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",12,19.50,234.00,1203.36
,"Invoice","04/07/2016","65017","Cult, Napa Valley Red","Hi-Fi Kitchen and Cocktails","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",23,15.50,356.50,1559.86
,"Credit Memo","06/15/2016","66351","Cult, Napa Valley Red","AJ's Fine Foods #117-67th Ave.","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",-9,19.50,-175.50,1384.36
,"Credit Memo","06/15/2016","66367","Cult, Napa Valley Red","Basha's Scottsdale #99","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",-14,19.50,-273.00,1111.36
,"Invoice","06/17/2016","66368","Cult, Napa Valley Red","Whole Foods - PV/Tatum","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",11,19.50,214.50,1325.86
,"Invoice","06/17/2016","66411","Cult, Napa Valley Red","Whole Foods - Camelback","30-Domestic:30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",12,19.50,234.00,1559.86
"Total 30336SAL CO TheCult Napa Red (Cult, Napa Valley Red)",,,,,,,91,,1559.86,1559.86
"30338SAL FLR Salest. 3D Cab Sav (Salvestrin, 3D Cabernet Sauvignon 2011)",,,,,,,,,,""
,"Invoice","01/20/2016","62521","Salvestrin, 3D Cabernet Sauvignon 2011","Cafe Monarch","30-Domestic:30338SAL FLR Salest. 3D Cab Sav (Salvestrin, 3D Cabernet Sauvignon 2011)",6,95.00,570.00,570.00
,"Invoice","01/27/2016","62611","Salvestrin, 3D Cabernet Sauvignon 2011","Cafe Monarch","30-Domestic:30338SAL FLR Salest. 3D Cab Sav (Salvestrin, 3D Cabernet Sauvignon 2011)",-6,95.00,-570.00,0.00
"Total 30338SAL FLR Salest. 3D Cab Sav (Salvestrin, 3D Cabernet Sauvignon 2011)",,,,,,,0,,0.00,0.00
"30345CAS  V3 CASS Ted Cab Sauv. (CASS, Cabernet Sauvignon, TED)",,,,,,,,,,""
,"Invoice","01/28/2016","62561","Cass, Red Blend ""TED"" 2013","Blackstone Country Club","30-Domestic:30345CAS  V3 CASS Ted Cab Sauv. (CASS, Cabernet Sauvignon, TED)",12,40.00,480.00,480.00
