,"Type","Date","Num","Memo","Name","Item","Qty","Sales Price","Amount","Balance"
,"Invoice","08/02/2016","67087","Casino Azul, Tequila Blanco","Sol Cocina","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,3324.45
,"Invoice","08/05/2016","67167","Casino Azul, Tequila Blanco","Food and Things","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,3354.40
,"Invoice","08/11/2016","67201","Casino Azul, Tequila Blanco","Majestic Marketplace","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,3384.35
,"Invoice","08/30/2016","67511","Casino Azul, Tequila Blanco","Total Wine 1006","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",2,29.95,59.90,3444.25
,"Invoice","08/30/2016","67529","Casino Azul, Tequila Blanco","AJ's Fine Foods #159-Camelback","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,3474.20
,"Invoice","09/01/2016","67519","Casino Azul, Tequila Blanco","Total Wine 1009","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,3653.90
,"Invoice","09/01/2016","67591","Casino Azul, Tequila Blanco","Majestic Marketplace","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,3683.85
,"Invoice","09/14/2016","67758","Casino Azul, Tequila Blanco","The Nook Downtown","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,3713.80
,"Invoice","09/15/2016","67784","Casino Azul, Tequila Blanco","Total Wine 1001","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,3743.75
,"Invoice","10/13/2016","68263","Casino Azul, Tequila Blanco","Total Wine 1009","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,3923.45
,"Invoice","11/17/2016","69015","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",2,29.95,59.90,3983.35
,"Invoice","11/17/2016","69016","Casino Azul, Tequila Blanco","Total Wine 1003","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",2,29.95,59.90,4043.25
,"Invoice","11/17/2016","69018","Casino Azul, Tequila Blanco","Total Wine 1002","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",12,29.95,359.40,4402.65
,"Invoice","11/18/2016","69019","Casino Azul, Tequila Blanco","Total Wine 1006","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,4432.60
,"Invoice","11/18/2016","69021","Casino Azul, Tequila Blanco","Total Wine 1001","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",3,29.95,89.85,4522.45
,"Invoice","12/06/2016","69356","Casino Azul, Tequila Blanco","AJ's Fine Foods #159-Camelback","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",1,29.95,29.95,4552.40
,"Invoice","12/14/2016","69559","Casino Azul, Tequila Blanco","Total Wine 1003","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",12,29.95,359.40,4911.80
,"Invoice","12/16/2016","69555","Casino Azul, Tequila Blanco","Total Wine 1001","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,5091.50
,"Invoice","12/16/2016","69557","Casino Azul, Tequila Blanco","Total Wine 1009","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",6,29.95,179.70,5271.20
,"Invoice","12/28/2016","69850","Casino Azul, Tequila Blanco","Quick N Shine Carwash","00-Beer & Spirits:00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",3,29.95,89.85,5361.05
"Total 00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",,,,,,,180,,5361.05,5361.05
"00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",,,,,,,,,,""
,"Invoice","01/13/2016","62383","Casino Azul, Tequila  Reposado","Total Wine 1004","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",12,33.95,407.40,407.40
,"Invoice","01/13/2016","62384","Casino Azul, Tequila  Reposado","Total Wine 1005","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",12,33.95,407.40,814.80
,"Invoice","01/13/2016","62385","Casino Azul, Tequila  Reposado","Total Wine 1006","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",5,33.95,169.75,984.55
,"Invoice","01/14/2016","62379","Casino Azul, Tequila  Reposado","Total Wine 1009","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,1188.25
,"Invoice","01/14/2016","62380","Casino Azul, Tequila  Reposado","Total Wine 1001","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,1391.95
,"Invoice","01/14/2016","62381","Casino Azul, Tequila  Reposado","Total Wine 1002","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,1595.65
,"Invoice","01/21/2016","62468","Casino Azul, Tequila  Reposado","Liquor Dan","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,1629.60
,"Invoice","02/03/2016","63712","Casino Azul, Tequila  Reposado","Liquor Square","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,1663.55
,"Invoice","02/10/2016","63887","Casino Azul, Tequila  Reposado","Total Wine 1003","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",4,33.95,135.80,1799.35
,"Invoice","03/09/2016","64482","Casino Azul, Tequila  Reposado","Liquor Square","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,1833.30
,"Invoice","03/10/2016","64506","Casino Azul, Tequila  Reposado","Total Wine 1008","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,2037.00
,"Invoice","07/13/2016","66767","Casino Azul, Tequila  Reposado","Total Wine 1006","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,2070.95
,"Invoice","08/02/2016","67080","Casino Azul, Tequila  Reposado","Park Place Bar & Grill","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,29.50,29.50,2100.45
,"Invoice","08/02/2016","67087","Casino Azul, Tequila  Reposado","Sol Cocina","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,2134.40
,"Invoice","08/05/2016","67167","Casino Azul, Tequila  Reposado","Food and Things","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,2168.35
,"Invoice","08/11/2016","67243","Casino Azul, Tequila  Reposado","Samples Ryan","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,0.00,0.00,2168.35
,"Invoice","08/30/2016","67511","Casino Azul, Tequila  Reposado","Total Wine 1006","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",3,33.95,101.85,2270.20
,"Invoice","08/30/2016","67529","Casino Azul, Tequila  Reposado","AJ's Fine Foods #159-Camelback","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,2304.15
,"Invoice","09/15/2016","67779","Casino Azul, Tequila  Reposado","Total Wine 1006","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,2507.85
,"Invoice","09/15/2016","67784","Casino Azul, Tequila  Reposado","Total Wine 1001","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,2541.80
,"Invoice","09/20/2016","67871","Casino Azul, Tequila  Reposado","The Nook Arcadia","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",2,33.95,67.90,2609.70
,"Invoice","10/12/2016","68261","Casino Azul, Tequila  Reposado","Total Wine 1010 - Tempe","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",3,33.95,101.85,2711.55
,"Invoice","10/13/2016","68267","Casino Azul, Tequila  Reposado","Total Wine 1002","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,2915.25
,"Invoice","11/17/2016","69016","Casino Azul, Tequila  Reposado","Total Wine 1003","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,3118.95
,"Invoice","11/17/2016","69018","Casino Azul, Tequila  Reposado","Total Wine 1002","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,3322.65
,"Credit Memo","11/18/2016","69070","Casino Azul, Tequila  Reposado","Total Wine 1009","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",-2,33.95,-67.90,3254.75
,"Invoice","12/14/2016","69551","Casino Azul, Tequila  Reposado","Total Wine 1005","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,3288.70
,"Invoice","12/16/2016","69557","Casino Azul, Tequila  Reposado","Total Wine 1009","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",6,33.95,203.70,3492.40
,"Invoice","12/30/2016","69923","Casino Azul, Tequila  Reposado","Barrio Cafe","00-Beer & Spirits:00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",1,33.95,33.95,3526.35
"Total 00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",,,,,,,105,,3526.35,3526.35
"00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",,,,,,,,,,""
,"Invoice","01/13/2016","62383","Casino Azul, Tequila  Anejo","Total Wine 1004","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,39.95,239.70,239.70
,"Invoice","01/13/2016","62385","Casino Azul, Tequila  Anejo","Total Wine 1006","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,39.95,239.70,479.40
,"Invoice","01/13/2016","62384","Casino Azul, Tequila  Anejo","Total Wine 1005","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",4,39.95,159.80,639.20
,"Invoice","01/14/2016","62379","Casino Azul, Tequila  Anejo","Total Wine 1009","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",3,39.95,119.85,759.05
,"Invoice","01/14/2016","62380","Casino Azul, Tequila  Anejo","Total Wine 1001","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",3,39.95,119.85,878.90
,"Invoice","01/26/2016","62607","Casino Azul, Tequila  Anejo","Sol Cocina","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,39.95,79.90,958.80
,"Invoice","02/03/2016","63712","Casino Azul, Tequila  Anejo","Liquor Square","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",1,39.95,39.95,998.75
,"Invoice","02/10/2016","63889","Casino Azul, Tequila  Anejo","Total Wine 1005","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",4,39.95,159.80,1158.55
,"Invoice","02/11/2016","63880","Casino Azul, Tequila  Anejo","Total Wine 1002","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,39.95,239.70,1398.25
,"Invoice","02/11/2016","63881","Casino Azul, Tequila  Anejo","Total Wine 1001","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,39.95,239.70,1637.95
,"Invoice","02/11/2016","63884","Casino Azul, Tequila  Anejo","Total Wine 1009","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,39.95,239.70,1877.65
,"Invoice","02/11/2016","63890","Casino Azul, Tequila  Anejo","Total Wine 1008","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",12,39.95,479.40,2357.05
,"Invoice","03/07/2016","64433","Casino Azul, Tequila  Anejo","47 Scott","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",1,39.95,39.95,2397.00
,"Invoice","03/10/2016","64500","Casino Azul, Tequila  Anejo","Total Wine 1004","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,39.95,239.70,2636.70
,"Invoice","03/11/2016","64503","Casino Azul, Tequila  Anejo","Total Wine 1005","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,39.95,239.70,2876.40
,"Invoice","05/18/2016","65881","Casino Azul, Tequila  Anejo","Total Wine 1007","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,39.95,79.90,2956.30
,"Invoice","06/15/2016","66320","Casino Azul, Tequila  Anejo","Total Wine 1005","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,39.95,79.90,3036.20
,"Invoice","07/14/2016","66766","Casino Azul, Tequila  Anejo","Total Wine 1002","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",1,39.95,39.95,3076.15
,"Invoice","07/28/2016","66997","Casino Azul, Tequila  Anejo","Total Wine 1002","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",6,39.95,239.70,3315.85
,"Invoice","08/05/2016","67167","Casino Azul, Tequila  Anejo","Food and Things","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",1,39.95,39.95,3355.80
,"Invoice","08/11/2016","67243","Casino Azul, Tequila  Anejo","Samples Ryan","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",1,0.00,0.00,3355.80
,"Invoice","08/30/2016","67516","Casino Azul, Tequila  Anejo","Total Wine 1004","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,39.95,79.90,3435.70
,"Invoice","09/15/2016","67750","Casino Azul, Tequila  Anejo","Quick N Shine Carwash","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",1,39.95,39.95,3475.65
,"Invoice","09/15/2016","67784","Casino Azul, Tequila  Anejo","Total Wine 1001","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,39.95,79.90,3555.55
,"Invoice","09/16/2016","67788","Casino Azul, Tequila  Anejo","Total Wine 1005","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,39.95,79.90,3635.45
,"Invoice","11/18/2016","69038","Casino Azul, Tequila  Anejo","Total Wine 1007","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,39.95,79.90,3715.35
,"Invoice","12/14/2016","69551","Casino Azul, Tequila  Anejo","Total Wine 1005","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",3,39.95,119.85,3835.20
,"Invoice","12/14/2016","69559","Casino Azul, Tequila  Anejo","Total Wine 1003","00-Beer & Spirits:00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",2,39.95,79.90,3915.10
"Total 00179USA - R2 Casin Teq A Anejo (Casino Azul, Tequila  Anejo)",,,,,,,99,,3915.10,3915.10
"00180MEG UAF Casino Tower Prem. (Casino Azul, Tequila  Premium ""Tower"")",,,,,,,,,,""
,"Invoice","08/11/2016","67201","Casino Azul, Tequila  Premium ""Tower""","Majestic Marketplace","00-Beer & Spirits:00180MEG UAF Casino Tower Prem. (Casino Azul, Tequila  Premium ""Tower"")",1,159.00,159.00,159.00
,"Invoice","12/08/2016","69417","Casino Azul, Tequila  Premium ""Tower""","Majestic Marketplace","00-Beer & Spirits:00180MEG UAF Casino Tower Prem. (Casino Azul, Tequila  Premium ""Tower"")",1,159.00,159.00,318.00
"Total 00180MEG UAF Casino Tower Prem. (Casino Azul, Tequila  Premium ""Tower"")",,,,,,,2,,318.00,318.00
"00188MEG - B3 Hijos Pistol 200 (Hijos de Villa, Pistol Reposado 200ml)",,,,,,,,,,""
,"Invoice","08/24/2016","67431","Hijos de Villa, Pistol Reposado 200ml","Quick N Shine Carwash","00-Beer & Spirits:00188MEG - B3 Hijos Pistol 200 (Hijos de Villa, Pistol Reposado 200ml)",1,25.50,25.50,25.50
"Total 00188MEG - B3 Hijos Pistol 200 (Hijos de Villa, Pistol Reposado 200ml)",,,,,,,1,,25.50,25.50
"00189MEG - O3 FunCalRepos200ml (Fun Caliber, Tequiliers Reposado (200ml))",,,,,,,,,,""
,"Invoice","08/24/2016","67431","Fun Caliber, Tequiliers Reposado (200ml)","Quick N Shine Carwash","00-Beer & Spirits:00189MEG - O3 FunCalRepos200ml (Fun Caliber, Tequiliers Reposado (200ml))",1,26.00,26.00,26.00
"Total 00189MEG - O3 FunCalRepos200ml (Fun Caliber, Tequiliers Reposado (200ml))",,,,,,,1,,26.00,26.00
"00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",,,,,,,,,,""
,"Invoice","01/07/2016","62281","Wiese and Krohn Ruby Porto","AJ's Fine Foods #122-Tucson","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",3,9.00,27.00,27.00
,"Invoice","01/26/2016","62614","Wiese and Krohn Ruby Porto","Virtu","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",1,9.00,9.00,36.00
,"Invoice","02/04/2016","63745","Wiese and Krohn Ruby Porto","Blackstone Country Club","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",2,9.00,18.00,54.00
,"Invoice","03/02/2016","64335","Wiese and Krohn Ruby Porto","Whole Foods - Rural","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",6,9.00,54.00,108.00
,"Invoice","03/16/2016","64653","Wiese and Krohn Ruby Porto","Ciao Grazie Pizzeria Winebar Canyon Villa","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",1,9.00,9.00,117.00
,"Invoice","03/29/2016","64931","Wiese and Krohn Ruby Porto","Samples Scott","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",1,0.00,0.00,117.00
,"Invoice","03/31/2016","64991","Wiese and Krohn Ruby Porto","Ciao Grazie Verrado","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",1,9.00,9.00,126.00
,"Invoice","04/21/2016","65307","Wiese and Krohn Ruby Porto","AJ's Fine Foods #122-Tucson","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",2,9.00,18.00,144.00
,"Invoice","05/05/2016","65604","Wiese and Krohn Ruby Porto","Plaza Liquors","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",1,9.00,9.00,153.00
,"Invoice","05/18/2016","65813","Wiese and Krohn Ruby Porto","Whole Foods - Chandler","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",6,9.00,54.00,207.00
,"Invoice","05/19/2016","65540","Wiese and Krohn Ruby Porto","Malani World Mercado","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",2,9.00,18.00,225.00
,"Invoice","05/26/2016","65998","Wiese and Krohn Ruby Porto","Plaza Liquors","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",2,9.00,18.00,243.00
,"Invoice","05/26/2016","66016","Wiese and Krohn Ruby Porto","Virtu","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",1,9.00,9.00,252.00
,"Invoice","05/26/2016","66024","Wiese and Krohn Ruby Porto","Ciao Grazie Verrado","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",1,9.00,9.00,261.00
,"Invoice","06/28/2016","66543","Wiese and Krohn Ruby Porto","Brickyard Chandler","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",3,9.00,27.00,288.00
,"Invoice","07/20/2016","66847","`Wiese and Krohn Ruby Porto","Brickyard Chandler","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",2,9.00,18.00,306.00
,"Invoice","08/02/2016","67067","Wiese and Krohn Ruby Porto","Whole Foods - Chandler","00-Beer & Spirits:00199MEG  L3 Wiese Krohn Ruby (Wiese and Krohn Ruby Porto)",6,9.00,54.00,360.00
