Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
2015	81	84	97	99	107	115	110	117	107	106	88	79
2016	76	90	92	97	102	118	112	111	106	100	90	77
2017	76	83	96	99	108	119	118	111	110	99	89	84
2018	83	84	92	100	106	111	116	114	109	93	84	75
2019	74	77	87	100	100	112	115	115	112	98	89	75
2020	76	82	86	104	112	112	118	117	115	107	99	80
2021	79	82	89	98	M	M	M	M	M	M	M	M
